idade,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,contatos_suporte,avaliacao_conteudo,metodo_pagamento,dispositivo_principal
41,36,Standard,54.81,36,139,2,2.1,boleto,computer
30,40,Standard,55.79,178,61,5,3.4,credito,computer
65,27,Standard,41.48,79,101,5,3.3,boleto,smart_tv
24,55,Premium,43.22,156,42,0,2.9,debito,computer
64,22,Standard,59.24,22,72,2,4.6,boleto,mobile
54,9,Premium,20.84,130,155,5,1.3,credito,computer
67,33,Premium,53.70,197,114,4,4.8,debito,mobile
31,20,Standard,34.08,90,56,4,4.4,credito,computer
68,28,Standard,34.59,97,131,2,4.4,credito,computer
49,47,Basico,48.64,82,30,4,1.3,boleto,computer
30,46,Premium,56.28,152,30,3,1.6,debito,mobile
21,53,Basico,34.92,83,14,5,2.7,credito,smart_tv
59,18,Basico,47.36,37,42,5,1.5,credito,mobile
29,20,Basico,54.81,35,75,4,4,credito,mobile
53,10,Standard,29.33,94,118,4,4,credito,mobile
34,4,Standard,52.44,32,77,2,2.9,debito,computer
63,36,Standard,49.32,124,167,1,1.6,boleto,smart_tv
18,25,Standard,23.05,81,106,4,4.1,debito,smart_tv
62,45,Premium,25.24,118,177,1,3.7,boleto,smart_tv
56,27,Basico,29.50,155,100,5,5,debito,computer
71,55,Standard,36.80,81,36,4,2.4,boleto,mobile
18,17,Standard,41.75,168,23,1,2.4,boleto,smart_tv
51,48,Standard,27.06,16,168,4,3.2,boleto,smart_tv
52,49,Premium,28.99,138,166,5,1.4,credito,smart_tv
19,60,Basico,53.86,166,161,2,3.3,credito,mobile
45,56,Standard,35.90,139,147,5,4.2,debito,smart_tv
61,3,Standard,56.91,138,37,0,3,credito,mobile
61,7,Basico,40.12,16,141,3,3.7,credito,computer
34,53,Basico,50.83,38,135,5,4.6,debito,computer
34,17,Basico,32.29,169,180,0,1.1,debito,smart_tv
29,49,Standard,48.08,114,103,2,4.3,credito,mobile
49,15,Basico,44.40,179,123,0,4.4,debito,computer
41,26,Premium,36.09,64,17,3,3.5,debito,computer
37,28,Standard,22.03,24,180,2,2,credito,smart_tv
52,23,Standard,47.20,142,167,3,3.8,debito,mobile
19,42,Premium,28.48,131,13,3,4.8,debito,smart_tv
48,12,Premium,58.31,183,146,2,4.1,credito,mobile
68,29,Basico,50.46,100,168,1,2.9,debito,computer
26,10,Premium,40.00,1,158,5,2.9,debito,computer
18,30,Premium,44.55,43,123,1,2.2,boleto,computer
60,1,Basico,22.64,68,79,3,2.9,debito,computer
51,14,Standard,59.75,83,18,3,2.1,credito,computer
51,48,Premium,57.14,143,128,2,3.8,credito,smart_tv
27,36,Premium,45.73,179,61,0,4.7,debito,computer
23,56,Basico,58.71,141,91,2,3,credito,mobile
56,31,Standard,33.70,130,101,5,4.6,debito,mobile
22,46,Basico,55.25,107,66,3,3.3,debito,computer
27,38,Premium,55.64,19,143,0,3,boleto,mobile
68,50,Standard,27.34,176,156,1,4.7,boleto,computer
69,57,Standard,22.91,134,151,1,2.9,debito,smart_tv
39,24,Premium,40.08,1,89,1,1,boleto,smart_tv
25,14,Premium,55.84,145,75,1,3.3,credito,smart_tv
45,22,Basico,38.48,79,30,0,4.8,credito,computer
44,20,Premium,56.20,190,127,3,3.3,debito,smart_tv
32,51,Basico,30.70,128,59,4,1.9,credito,mobile
33,55,Basico,59.47,122,49,5,3.7,credito,computer
46,32,Standard,32.90,186,12,5,1.4,credito,computer
59,33,Standard,41.22,83,149,0,1.9,debito,smart_tv
74,17,Basico,32.70,99,13,0,4.8,debito,smart_tv
73,57,Basico,26.63,103,49,4,2,debito,mobile
41,34,Premium,57.73,100,109,1,2.8,credito,smart_tv
48,41,Basico,48.72,166,151,0,3.4,boleto,computer
70,52,Premium,54.66,107,158,4,4,credito,smart_tv
34,54,Basico,41.72,175,118,5,2.2,boleto,smart_tv
60,16,Standard,29.82,40,50,0,2.9,credito,computer
53,8,Standard,44.03,175,93,1,4.1,boleto,mobile
18,32,Standard,40.78,7,28,4,1.4,debito,mobile
32,26,Standard,55.64,75,166,0,1.5,debito,smart_tv
45,38,Standard,40.99,148,42,1,3.1,credito,computer
30,44,Basico,52.33,147,146,3,3.4,debito,smart_tv
64,6,Premium,26.20,66,74,1,4.4,debito,smart_tv
43,45,Basico,25.17,20,102,4,2,credito,mobile
34,55,Basico,54.53,83,29,5,3,debito,mobile
27,17,Basico,40.11,98,149,1,4.6,boleto,smart_tv
72,8,Basico,30.58,200,174,0,1.3,boleto,mobile
69,19,Basico,42.80,4,31,2,3.3,debito,smart_tv
34,53,Premium,35.59,57,114,1,3.8,credito,computer
43,32,Standard,54.25,97,130,2,4.9,debito,smart_tv
28,59,Standard,45.66,115,21,0,2,boleto,mobile
47,20,Standard,32.03,98,121,3,1.4,boleto,mobile
46,49,Standard,49.18,39,115,1,3.3,boleto,computer
50,33,Standard,24.41,19,98,4,2.2,boleto,smart_tv
35,34,Basico,31.84,80,58,4,1.3,debito,smart_tv
35,45,Premium,24.96,55,18,0,3.2,boleto,computer
50,12,Basico,49.76,97,121,1,1.7,credito,computer
70,9,Standard,49.91,184,10,4,3.4,debito,mobile
62,12,Standard,38.23,22,103,4,2.2,boleto,mobile
27,13,Standard,25.21,106,121,4,4.5,debito,computer
33,1,Standard,51.80,97,28,4,1.4,boleto,smart_tv
30,26,Standard,28.85,14,10,2,4.9,debito,smart_tv
63,47,Basico,44.12,144,25,4,3.3,debito,smart_tv
22,15,Premium,51.09,199,173,4,3.1,credito,smart_tv
75,44,Standard,32.09,59,74,1,1.1,boleto,computer
59,41,Basico,25.14,159,41,1,2.9,debito,smart_tv
56,12,Premium,51.97,92,67,1,1.7,debito,computer
60,40,Premium,29.85,58,56,1,3.5,credito,computer
41,58,Premium,54.32,144,61,0,3,debito,smart_tv
70,30,Premium,49.88,115,179,5,3.9,boleto,computer
50,40,Basico,20.57,13,29,5,4.3,debito,smart_tv
74,60,Standard,36.56,51,162,1,2.5,boleto,computer
68,17,Premium,38.40,7,160,4,4.2,credito,mobile
75,30,Premium,26.79,1,120,5,3.2,boleto,mobile
57,19,Premium,55.39,102,69,1,3.1,boleto,mobile
19,54,Premium,27.85,173,83,4,1.2,credito,computer
45,46,Basico,29.26,115,107,1,3.2,boleto,computer
73,33,Standard,37.17,62,34,2,3.1,debito,computer
56,4,Standard,52.96,157,17,3,1.5,debito,mobile
26,9,Premium,20.52,113,135,3,2.9,credito,computer
28,20,Basico,31.49,17,92,4,1.3,debito,mobile
63,10,Basico,49.30,7,23,0,1,debito,mobile
21,15,Standard,53.50,185,114,2,3.6,boleto,smart_tv
52,51,Premium,24.06,56,64,4,1.5,boleto,smart_tv
41,36,Standard,33.09,127,138,1,4.6,boleto,computer
64,58,Basico,29.82,156,143,4,4.6,debito,smart_tv
46,5,Premium,36.37,40,98,5,2.6,credito,mobile
39,36,Premium,40.61,85,35,0,3.8,credito,smart_tv
46,16,Basico,53.31,168,173,0,1.3,credito,mobile
48,57,Standard,40.04,121,120,4,2.8,credito,smart_tv
31,43,Standard,46.47,24,151,4,2.6,boleto,smart_tv
27,46,Standard,35.30,114,174,4,1.6,boleto,computer
35,20,Standard,40.05,155,10,0,2.9,debito,smart_tv
21,37,Basico,57.13,129,110,2,1,debito,smart_tv
38,54,Basico,19.91,186,145,3,2.1,boleto,computer
32,53,Premium,33.01,17,15,2,3.8,debito,mobile
39,24,Premium,37.36,76,30,0,1.1,boleto,computer
59,12,Premium,58.46,100,150,3,1.2,boleto,computer
57,24,Premium,53.56,172,124,4,2,credito,smart_tv
19,7,Basico,25.63,196,10,1,4.1,debito,smart_tv
61,12,Standard,35.97,17,29,2,1.5,debito,mobile
29,2,Premium,22.26,33,92,3,3.2,debito,computer
54,34,Standard,40.94,117,46,5,1.6,debito,mobile
18,31,Basico,53.09,185,137,2,2.5,boleto,smart_tv
37,54,Premium,54.68,172,118,1,4.4,boleto,smart_tv
73,12,Standard,32.10,3,129,2,3.2,debito,computer
48,25,Basico,45.84,175,77,1,3.8,debito,smart_tv
34,4,Standard,40.55,134,151,5,2.6,debito,smart_tv
66,56,Standard,52.08,2,41,5,1.1,boleto,smart_tv
37,53,Basico,45.13,127,40,5,3.5,boleto,computer
71,20,Basico,50.09,75,36,2,1.4,credito,mobile
63,10,Basico,22.07,62,171,3,1.3,debito,smart_tv
39,29,Premium,35.82,31,29,4,2.3,boleto,mobile
66,24,Basico,59.11,49,72,0,2.8,debito,computer
67,59,Standard,45.76,49,33,2,3.8,debito,smart_tv
66,28,Standard,41.82,107,63,4,2.6,boleto,smart_tv
51,43,Standard,33.57,75,73,3,4.4,boleto,computer
57,48,Premium,51.65,68,49,1,4.3,boleto,computer
38,2,Standard,58.21,2,130,4,1.5,debito,computer
43,33,Premium,48.67,64,45,3,4.4,credito,computer
39,47,Standard,36.98,65,114,1,1.9,credito,computer
64,17,Basico,36.07,181,101,5,4.8,debito,computer
40,30,Basico,40.48,26,126,4,4.5,debito,smart_tv
63,42,Basico,57.19,113,102,1,2.2,boleto,smart_tv
22,53,Basico,29.67,175,116,3,4.4,boleto,smart_tv
71,44,Premium,32.67,146,108,5,3.7,boleto,computer
63,58,Standard,44.24,45,27,3,5,boleto,smart_tv
35,16,Premium,31.92,99,67,0,4.4,credito,computer
56,51,Basico,59.31,38,17,2,3.5,boleto,computer
37,47,Standard,52.38,107,149,0,4,credito,mobile
62,40,Premium,51.99,58,85,5,3,debito,computer
42,10,Basico,32.08,32,100,3,1.6,credito,computer
37,56,Premium,55.03,6,44,2,1.6,debito,computer
35,26,Basico,44.08,172,172,1,1,debito,computer
67,28,Premium,28.75,44,169,1,4.7,credito,computer
19,32,Standard,54.97,99,76,3,4.2,boleto,mobile
36,10,Basico,47.63,116,90,1,4.6,credito,smart_tv
39,43,Standard,49.78,177,10,4,4.7,debito,mobile
27,42,Premium,49.81,125,60,0,1.9,credito,mobile
57,60,Basico,49.54,110,143,3,1.4,boleto,computer
44,50,Basico,55.22,15,128,3,3.8,credito,computer
31,29,Premium,56.70,181,180,3,4.1,debito,computer
73,3,Standard,37.78,44,105,5,1,debito,mobile
21,39,Premium,30.89,102,180,1,4.8,credito,mobile
40,28,Premium,25.67,31,40,1,5,credito,smart_tv
29,49,Standard,55.24,50,95,0,2.1,debito,mobile
37,44,Standard,39.29,149,50,1,2.5,debito,computer
36,9,Standard,27.42,59,129,3,2.8,credito,mobile
36,44,Premium,27.95,29,16,5,5,credito,computer
19,22,Premium,56.32,165,175,0,3.9,credito,mobile
71,53,Standard,47.59,121,140,4,2.5,credito,mobile
25,58,Standard,26.79,0,28,4,1.2,credito,computer
62,59,Basico,53.65,51,119,4,2,credito,smart_tv
55,35,Basico,33.08,12,110,4,3.8,debito,computer
61,39,Standard,24.17,112,89,0,4.7,debito,computer
60,20,Basico,54.66,4,155,4,1.1,boleto,smart_tv
44,50,Premium,24.05,101,10,2,4.9,debito,mobile
52,2,Premium,20.15,95,121,3,3.7,debito,computer
66,1,Standard,41.85,161,170,5,2.9,boleto,computer
38,26,Basico,33.52,153,104,2,4.7,credito,mobile
61,41,Basico,25.38,128,58,2,2.8,credito,smart_tv
74,60,Basico,57.43,175,11,3,2,debito,smart_tv
56,13,Basico,37.00,31,49,0,1.7,credito,mobile
43,29,Standard,38.99,52,180,3,1.7,debito,computer
51,35,Standard,55.63,13,135,2,2.2,debito,computer
57,22,Basico,26.34,57,165,1,2.9,debito,mobile
36,10,Basico,51.37,176,97,4,4.1,credito,computer
73,31,Standard,50.78,93,126,2,4.5,debito,smart_tv
74,9,Standard,35.55,42,12,2,2.6,credito,computer
31,27,Basico,52.27,45,12,3,1.6,credito,computer
71,60,Basico,41.31,6,26,0,3.5,debito,smart_tv
55,16,Premium,38.89,64,72,2,4.1,debito,mobile
66,29,Premium,54.04,62,31,3,3.4,debito,computer
72,43,Basico,47.95,129,46,0,3.1,credito,mobile
51,60,Standard,34.73,152,137,4,1.1,credito,mobile
21,35,Premium,25.93,20,115,4,4.6,debito,computer
44,4,Premium,55.57,42,20,5,1.9,credito,mobile
68,47,Standard,43.31,102,46,0,2.7,debito,computer
39,52,Standard,54.08,167,42,0,4.7,boleto,computer
61,60,Premium,54.69,187,71,2,2.1,debito,computer
23,5,Basico,37.07,31,97,3,4.1,boleto,mobile
36,10,Standard,36.85,122,49,5,3.9,credito,computer
20,25,Standard,44.70,166,64,2,4.7,credito,computer
65,51,Basico,39.30,95,124,0,1.2,debito,mobile
74,4,Basico,31.89,186,92,4,4.5,debito,computer
53,20,Standard,40.75,103,40,4,1,debito,computer
30,33,Basico,42.58,127,171,3,2.4,boleto,smart_tv
57,12,Premium,50.04,5,69,3,1.4,debito,computer
31,5,Premium,39.82,126,160,0,5,boleto,computer
61,1,Basico,33.36,158,11,5,2.7,boleto,smart_tv
54,56,Basico,26.42,130,49,4,2.6,boleto,computer
74,28,Basico,47.70,147,90,5,1.8,debito,mobile
74,21,Basico,41.88,180,160,3,1.2,credito,computer
50,55,Standard,21.70,17,144,1,3.5,debito,mobile
68,48,Basico,32.02,71,34,3,4.6,debito,smart_tv
58,22,Basico,32.77,37,65,1,3.1,boleto,smart_tv
42,32,Basico,43.99,80,72,0,1.6,boleto,smart_tv
54,5,Standard,24.28,60,42,1,4.8,boleto,smart_tv
68,10,Basico,42.79,2,23,5,4.1,credito,computer
65,27,Basico,50.49,32,46,5,2.3,boleto,computer
53,1,Standard,25.84,97,84,1,1.3,debito,computer
53,26,Basico,20.50,57,125,5,4.5,credito,computer
37,56,Basico,25.82,191,123,3,3.3,boleto,computer
71,3,Standard,54.53,115,12,5,4.1,debito,smart_tv
35,24,Premium,44.09,77,60,4,3.7,boleto,smart_tv
36,10,Premium,55.28,35,38,5,1.7,boleto,computer
32,22,Standard,46.74,59,43,5,1.6,boleto,smart_tv
28,22,Basico,33.80,77,21,5,2.4,credito,smart_tv
22,48,Basico,56.35,93,75,1,3.2,debito,computer
45,37,Standard,20.72,174,102,5,2.4,boleto,computer
61,30,Basico,25.08,155,154,4,2.2,boleto,mobile
22,21,Basico,40.23,45,93,3,1.6,credito,mobile
39,42,Premium,26.49,91,46,4,3.3,boleto,mobile
75,25,Premium,30.88,49,114,2,1.6,debito,mobile
50,1,Standard,37.77,129,139,3,1.7,debito,smart_tv
26,41,Basico,32.59,91,67,4,2.9,debito,smart_tv
63,4,Standard,32.20,120,68,1,2,boleto,computer
59,6,Basico,26.10,151,80,2,4.4,debito,mobile
31,5,Basico,22.48,189,21,3,3.6,debito,computer
29,24,Basico,30.38,188,76,1,4.1,credito,computer
46,47,Premium,34.40,181,142,3,4.8,credito,mobile
66,28,Premium,28.00,34,132,0,3.3,boleto,mobile
57,40,Standard,36.70,18,71,4,4,credito,computer
31,56,Premium,39.35,69,65,0,3.1,credito,smart_tv
66,29,Premium,20.16,132,163,2,3,boleto,mobile
39,54,Standard,54.39,31,78,1,3.6,boleto,smart_tv
75,23,Premium,58.99,60,104,4,1.6,credito,mobile
41,24,Basico,32.64,0,43,4,4.7,debito,computer
45,39,Basico,21.57,25,76,1,2.5,credito,mobile
53,8,Premium,39.81,164,176,5,1,debito,mobile
73,10,Standard,28.39,51,40,3,1.6,boleto,mobile
27,20,Standard,46.10,68,27,1,1.7,credito,computer
54,22,Basico,47.05,196,93,3,3.3,boleto,computer
55,26,Standard,28.17,35,13,0,4.4,credito,mobile
37,17,Basico,30.38,176,58,5,1,debito,computer
33,21,Basico,52.70,3,62,4,2.6,debito,computer
28,35,Premium,52.95,140,145,2,2.4,credito,mobile
73,23,Basico,39.90,136,141,0,2.5,credito,computer
56,36,Premium,34.43,14,176,4,2.6,debito,smart_tv
52,16,Basico,48.14,167,140,5,4.8,boleto,smart_tv
72,36,Standard,51.80,102,99,2,4,credito,mobile
75,12,Basico,38.32,154,166,2,2,debito,smart_tv
44,11,Basico,44.76,2,48,3,1.5,credito,smart_tv
42,12,Premium,20.58,136,52,5,1.8,debito,mobile
29,31,Basico,53.62,57,22,2,3.8,credito,computer
58,57,Basico,32.38,198,25,0,1.3,credito,mobile
63,10,Premium,38.10,2,76,0,3.9,boleto,smart_tv
68,46,Basico,35.82,62,161,4,4.7,debito,mobile
61,41,Basico,45.28,54,114,4,2.4,boleto,mobile
25,11,Standard,22.34,41,11,2,4.7,credito,computer
64,31,Standard,49.92,79,110,1,3.8,boleto,mobile
68,28,Basico,51.23,184,65,4,1.9,credito,smart_tv
29,49,Standard,43.80,190,142,5,2,debito,computer
36,3,Basico,40.56,198,80,1,4.1,boleto,mobile
57,41,Premium,29.22,91,110,4,1.5,boleto,smart_tv
29,24,Basico,56.75,99,62,0,2.1,credito,mobile
55,50,Basico,30.85,73,155,3,1.8,debito,mobile
20,51,Standard,31.87,44,63,2,3.8,debito,smart_tv
21,46,Standard,39.94,95,18,4,4.7,credito,smart_tv
28,41,Basico,49.49,21,160,4,3.4,boleto,smart_tv
21,38,Standard,59.82,78,77,0,4.2,credito,mobile
69,27,Standard,26.44,62,155,4,2.1,debito,mobile
54,56,Standard,49.22,32,47,0,4.5,credito,smart_tv
36,58,Standard,56.15,143,142,3,3.6,boleto,mobile
75,54,Basico,49.01,53,149,5,5,credito,computer
45,7,Basico,56.25,36,41,3,3.6,boleto,mobile
43,24,Basico,23.94,6,12,3,4.9,credito,mobile
73,42,Standard,42.33,114,179,5,4.3,boleto,smart_tv
24,25,Standard,27.38,119,39,2,4.9,credito,computer
27,13,Basico,59.67,173,151,0,3.2,boleto,smart_tv
36,23,Basico,40.52,147,54,1,2.3,debito,computer
18,12,Premium,21.49,175,132,0,3.5,boleto,mobile
32,40,Standard,49.45,7,129,4,4.3,boleto,computer
30,2,Standard,41.30,79,79,4,1.1,boleto,mobile
49,4,Basico,36.55,39,161,5,2,debito,computer
75,55,Premium,40.21,96,113,3,2.3,debito,computer
62,4,Basico,58.14,46,37,0,3.9,boleto,smart_tv
54,39,Standard,24.97,144,116,5,1.7,credito,smart_tv
22,41,Premium,54.09,92,83,2,3.4,debito,smart_tv
65,43,Basico,22.35,87,60,0,2.7,credito,computer
57,4,Standard,21.65,197,180,1,1.1,credito,mobile
24,16,Premium,45.23,50,115,2,4,boleto,smart_tv
47,52,Basico,44.36,75,43,0,3.1,credito,computer
72,1,Standard,40.30,92,77,0,4.7,debito,smart_tv
33,54,Basico,21.98,67,96,3,1.9,credito,mobile
74,1,Standard,32.02,137,177,1,1.4,debito,mobile
51,26,Standard,41.06,25,87,4,4.7,boleto,mobile
28,59,Standard,56.62,16,82,4,2.9,credito,smart_tv
53,34,Premium,29.84,32,96,0,3.7,credito,computer
40,33,Standard,46.66,136,169,4,1.5,credito,mobile
58,23,Premium,48.61,198,150,5,3.9,boleto,computer
29,22,Basico,37.61,110,116,3,1.5,debito,mobile
52,30,Standard,23.90,39,163,2,4.4,boleto,mobile
54,3,Basico,46.85,196,109,2,4.3,boleto,smart_tv
55,58,Standard,52.32,180,39,3,5,boleto,mobile
63,6,Premium,50.70,167,177,1,1.1,credito,computer
46,1,Basico,43.57,199,152,1,4.4,debito,smart_tv
61,8,Premium,35.09,32,154,5,3.1,credito,mobile
74,9,Premium,53.02,12,144,4,1.2,debito,smart_tv
58,58,Standard,42.30,92,109,3,4.1,credito,smart_tv
19,26,Basico,29.06,135,61,4,2.8,debito,mobile
48,25,Basico,21.51,144,119,1,1.2,boleto,smart_tv
27,37,Standard,37.79,14,58,3,1.1,debito,mobile
35,42,Standard,44.49,90,85,0,2.9,debito,smart_tv
37,44,Premium,21.78,103,36,0,2.5,credito,computer
40,22,Basico,36.35,37,112,2,2.2,debito,mobile
65,1,Premium,36.64,78,103,3,5,debito,mobile
32,1,Standard,43.28,84,48,2,3.7,boleto,computer
37,20,Premium,56.03,135,148,5,2.6,debito,computer
23,35,Basico,54.78,162,47,2,4,debito,computer
30,54,Standard,19.99,103,103,3,3.3,boleto,smart_tv
31,27,Standard,47.75,157,77,4,4.7,boleto,smart_tv
28,29,Basico,50.95,119,94,4,1.1,debito,smart_tv
44,39,Standard,45.75,50,64,3,4.4,debito,mobile
56,59,Standard,33.01,80,96,3,4.7,debito,mobile
62,10,Basico,59.26,75,152,1,3.2,boleto,computer
68,31,Basico,35.14,15,16,4,3.7,credito,mobile
56,28,Premium,30.11,4,72,2,2.6,boleto,mobile
56,42,Premium,45.11,165,74,3,1.5,debito,mobile
59,14,Standard,27.65,143,151,3,2.9,debito,smart_tv
26,36,Standard,37.14,124,110,2,4.5,credito,computer
66,55,Basico,44.85,91,13,5,1.3,debito,smart_tv
28,17,Basico,46.88,182,124,5,3.7,boleto,computer
46,26,Standard,37.25,149,71,0,1.1,credito,computer
19,49,Premium,39.74,93,98,4,3.9,debito,mobile
31,19,Basico,58.85,62,158,0,3.3,credito,smart_tv
41,13,Premium,58.39,25,11,5,4.3,debito,computer
24,20,Premium,52.40,31,52,1,4.2,debito,smart_tv
19,9,Premium,29.40,121,107,0,3.3,debito,mobile
31,53,Basico,47.27,131,17,4,3.8,boleto,computer
19,51,Premium,55.12,195,89,1,1.6,boleto,computer
37,13,Premium,23.12,44,12,1,2.3,debito,computer
70,42,Premium,26.87,20,170,4,3.1,debito,mobile
21,13,Premium,29.29,97,91,3,2.8,boleto,computer
22,26,Standard,53.33,84,142,2,4.8,debito,mobile
18,20,Basico,35.29,102,111,5,1.7,credito,smart_tv
55,49,Standard,40.07,177,103,5,2.1,boleto,mobile
25,17,Standard,33.46,30,157,3,3.4,credito,smart_tv
33,32,Standard,47.76,10,112,4,1.7,debito,computer
56,21,Premium,41.21,24,147,0,2.9,boleto,mobile
34,39,Basico,36.07,95,160,2,1.8,boleto,computer
27,1,Premium,24.80,32,117,0,2.7,credito,mobile
21,17,Standard,21.06,102,74,2,2.5,credito,mobile
42,16,Basico,55.53,102,122,0,1,debito,mobile
69,38,Basico,53.28,77,146,0,2,boleto,mobile
46,3,Premium,36.09,26,83,1,2.7,debito,computer
31,44,Premium,43.00,16,99,4,4.5,debito,mobile
49,6,Premium,40.97,20,43,0,3.5,boleto,smart_tv
50,35,Premium,44.00,106,32,0,1.5,boleto,computer
48,60,Premium,27.51,94,20,1,1.6,boleto,computer
28,17,Premium,35.53,119,120,5,3.8,boleto,computer
64,44,Basico,24.87,199,104,5,1.6,debito,smart_tv
45,17,Basico,29.81,110,32,2,3.7,debito,computer
36,36,Standard,20.98,125,107,4,1.8,debito,computer
74,25,Basico,59.86,181,131,3,3.3,boleto,mobile
22,22,Standard,51.54,70,29,4,3,boleto,computer
27,23,Basico,37.14,90,101,1,1.4,debito,computer
24,13,Premium,59.14,140,102,4,1.4,credito,mobile
58,36,Basico,43.94,89,64,1,4.2,debito,smart_tv
63,53,Premium,27.68,37,18,1,1.6,debito,smart_tv
20,39,Basico,59.68,90,61,2,2.4,boleto,computer
70,32,Premium,53.49,16,34,4,4.5,debito,smart_tv
69,8,Standard,48.61,7,87,5,4.8,boleto,mobile
49,14,Basico,43.11,92,180,5,3.8,boleto,computer
70,54,Standard,52.72,108,84,3,1.7,boleto,mobile
33,39,Premium,40.99,71,85,2,3.6,credito,computer
18,3,Standard,33.11,94,86,1,4.1,boleto,smart_tv
70,9,Basico,28.11,67,102,0,1.9,credito,computer
33,57,Premium,27.46,151,78,0,1.4,boleto,smart_tv
37,24,Premium,51.04,95,40,3,4.5,boleto,mobile
24,45,Standard,23.53,146,121,3,4.6,boleto,computer
46,2,Standard,49.75,16,127,3,2.9,debito,mobile
38,21,Standard,54.24,162,68,5,3.8,boleto,mobile
27,6,Standard,56.27,0,60,2,3.2,boleto,smart_tv
30,39,Basico,40.37,60,72,1,3.7,boleto,mobile
72,6,Standard,50.47,32,67,3,1.8,boleto,mobile
75,49,Basico,20.36,65,40,2,4.2,credito,computer
21,45,Standard,38.36,58,68,1,2.5,credito,computer
51,10,Standard,55.15,44,159,3,4.8,debito,smart_tv
31,54,Standard,41.22,6,147,4,3,debito,smart_tv
67,22,Premium,22.18,75,76,4,4.1,boleto,mobile
44,26,Basico,58.10,129,35,5,2.3,credito,smart_tv
70,34,Basico,51.99,117,12,3,5,boleto,mobile
19,21,Basico,56.54,148,18,4,3.5,credito,mobile
19,30,Standard,31.94,86,44,5,2.2,boleto,mobile
52,37,Standard,56.92,134,91,4,2.3,credito,mobile
59,15,Standard,57.47,107,30,4,3.4,debito,mobile
37,31,Standard,37.13,112,178,2,4.5,credito,smart_tv
73,49,Basico,41.60,50,44,1,1,credito,mobile
40,18,Premium,39.36,158,71,2,4.5,debito,mobile
55,37,Standard,50.46,135,13,0,1.5,credito,mobile
67,49,Premium,54.18,18,113,5,2.2,boleto,mobile
51,29,Standard,58.89,9,46,0,4,credito,computer
65,48,Standard,27.55,155,142,3,4.4,debito,smart_tv
32,9,Basico,38.97,151,48,2,4.2,debito,mobile
71,24,Premium,35.40,78,31,4,3.1,boleto,computer
22,60,Basico,45.82,93,143,3,4.3,debito,mobile
65,59,Basico,22.50,173,111,5,4.3,boleto,smart_tv
62,5,Premium,33.01,176,88,2,3.7,boleto,computer
67,21,Standard,48.07,158,25,1,4.9,debito,computer
40,4,Premium,45.67,81,117,0,2.8,credito,mobile
22,24,Standard,48.64,186,58,4,1,credito,smart_tv
75,60,Basico,37.51,144,45,0,3.5,credito,computer
70,25,Standard,31.09,31,161,5,2.7,credito,smart_tv
74,9,Premium,59.11,179,51,4,2.5,boleto,smart_tv
49,15,Standard,25.37,138,165,0,4.7,boleto,smart_tv
62,38,Premium,38.40,175,12,4,2.7,boleto,mobile
54,2,Basico,58.02,157,88,0,3.7,boleto,mobile
24,49,Standard,49.90,40,29,3,2.8,credito,computer
40,34,Standard,36.41,7,152,5,1.7,debito,computer
42,8,Premium,53.86,101,64,0,2.8,boleto,mobile
32,60,Basico,30.37,167,29,5,3.2,debito,smart_tv
36,23,Basico,22.09,138,124,5,4.6,credito,computer
36,50,Basico,25.04,36,149,1,3,credito,computer
30,25,Basico,30.92,45,178,0,1.1,boleto,computer
41,24,Premium,41.70,103,103,2,3.6,credito,computer
26,17,Premium,42.24,37,135,5,1.3,boleto,mobile
33,44,Basico,39.98,95,111,5,4.1,credito,mobile
54,37,Basico,50.78,1,154,5,4,boleto,smart_tv
69,50,Standard,29.21,114,11,4,2.7,debito,computer
72,45,Standard,36.81,54,164,3,5,credito,mobile
22,33,Basico,21.55,186,16,0,2.1,debito,computer
62,38,Standard,59.71,193,80,2,2,credito,smart_tv
22,18,Basico,22.47,129,171,1,4,credito,mobile
73,35,Standard,34.76,164,49,0,1.5,credito,computer
58,33,Standard,58.27,192,134,4,2.8,debito,smart_tv
31,5,Premium,58.51,111,65,5,2.2,credito,computer
71,44,Standard,32.55,95,54,2,4.2,debito,computer
40,11,Premium,49.18,13,45,4,3.3,debito,mobile
64,24,Standard,47.40,130,128,4,4.9,boleto,computer
71,55,Basico,42.50,24,167,0,1,debito,computer
24,18,Premium,47.06,42,42,3,3.9,credito,mobile
55,18,Standard,54.49,42,107,4,4.5,boleto,mobile
46,27,Basico,33.07,121,21,3,2,boleto,computer
46,50,Basico,59.45,88,76,2,3.8,credito,computer
31,41,Basico,48.24,152,115,4,3.5,boleto,smart_tv
68,31,Standard,37.70,100,122,0,1.4,credito,mobile
64,49,Premium,44.89,150,37,5,2.5,debito,smart_tv
69,20,Basico,43.65,22,87,2,3,credito,mobile
21,9,Premium,54.52,77,91,3,1.7,debito,smart_tv
26,47,Basico,25.48,113,39,5,4.1,credito,smart_tv
33,58,Standard,41.86,98,42,0,4.3,boleto,computer
57,29,Standard,53.31,111,54,2,1.6,credito,computer
28,7,Basico,38.26,171,89,1,2.9,credito,mobile
69,53,Basico,26.15,109,120,1,3.7,debito,computer
50,44,Standard,54.98,122,39,2,1.8,boleto,computer
