cliente_id,idade,genero,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,contatos_suporte,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma,regiao
CLI-35659,26,Masculino,46,Familia,89.93,2,66,0,4.1,1.1,3.4,Oeste
CLI-35660,33,Feminino,32,Basico,76.91,29,17,6,3.9,3.9,4.0,Leste
CLI-35661,51,Feminino,12,Basico,23.43,35,92,1,3.0,2.8,3.0,Oeste
CLI-35662,62,Masculino,11,Premium,44.0,29,61,4,4.2,4.9,2.0,Leste
CLI-35663,75,Feminino,54,Basico,69.9,39,43,2,1.1,3.5,2.2,Norte
CLI-35664,26,Feminino,15,Basico,45.03,1,78,0,2.3,2.9,3.7,Leste
CLI-35665,31,Feminino,3,Basico,97.61,43,23,5,2.3,3.7,2.6,Norte
CLI-35666,42,Feminino,58,Premium,53.17,3,113,4,3.0,2.0,3.8,Sul
CLI-35667,76,Masculino,11,Familia,45.38,37,19,5,1.7,3.0,4.6,Norte
CLI-35668,27,Feminino,19,Premium,31.52,20,118,7,2.7,3.0,4.4,Oeste
CLI-35669,32,Feminino,39,Familia,85.46,48,50,7,4.4,1.9,4.6,Norte
CLI-35670,40,Feminino,13,Premium,85.5,40,31,4,3.7,1.3,1.4,Leste
CLI-35671,63,Masculino,25,Premium,43.98,36,7,1,3.2,1.2,5.0,Leste
CLI-35672,38,Feminino,32,Familia,55.96,10,90,8,2.1,2.5,1.1,Sul
CLI-35673,59,Feminino,38,Basico,57.84,26,64,4,2.0,1.1,2.7,Norte
CLI-35674,37,Feminino,25,Premium,45.73,8,34,6,3.1,1.2,3.7,Norte
CLI-35675,76,Masculino,22,Premium,73.02,26,49,4,2.4,2.4,4.8,Leste
CLI-35676,37,Masculino,31,Premium,49.03,4,78,5,3.2,4.0,1.2,Sul
CLI-35677,36,Feminino,17,Familia,93.92,40,41,10,4.7,1.3,1.4,Oeste
CLI-35678,57,Feminino,55,Basico,90.0,11,28,8,2.8,4.3,1.7,Sul
CLI-35679,53,Masculino,56,Basico,66.25,13,96,2,1.7,2.5,2.0,Norte
CLI-35680,77,Masculino,17,Basico,50.2,32,64,0,4.5,5.0,2.9,Norte
CLI-35681,52,Feminino,56,Basico,67.81,46,15,2,1.5,2.1,1.5,Norte
CLI-35682,37,Feminino,34,Familia,75.88,19,80,8,3.0,2.1,4.2,Norte
CLI-35683,60,Masculino,16,Basico,24.29,15,29,5,2.7,1.4,2.7,Norte
CLI-35684,35,Feminino,27,Premium,53.88,0,95,5,2.6,1.3,1.2,Leste
CLI-35685,68,Feminino,45,Familia,40.03,18,31,6,3.8,4.2,3.8,Sul
CLI-35686,71,Feminino,6,Basico,34.02,40,101,6,1.1,1.3,4.7,Sul
CLI-35687,72,Masculino,53,Basico,90.16,19,79,5,3.9,1.5,5.0,Sudeste
CLI-35688,67,Feminino,13,Basico,77.45,15,67,9,2.8,3.8,3.3,Norte
CLI-35689,41,Feminino,7,Premium,38.43,41,93,6,4.7,1.7,4.1,Leste
CLI-35690,72,Masculino,40,Familia,71.54,13,99,8,3.2,4.6,2.6,Sul
CLI-35691,67,Feminino,30,Familia,22.81,24,38,7,2.9,2.0,1.8,Oeste
CLI-35692,27,Masculino,2,Familia,33.69,10,93,7,4.4,2.2,1.7,Sul
CLI-35693,40,Feminino,47,Familia,97.91,19,100,0,3.7,4.0,2.2,Leste
CLI-35694,74,Masculino,45,Basico,46.13,36,19,8,5.0,3.6,2.6,Norte
CLI-35695,54,Feminino,16,Basico,75.16,6,75,2,3.3,4.9,2.7,Leste
CLI-35696,54,Feminino,11,Familia,53.46,23,117,8,1.6,2.1,3.4,Sudeste
CLI-35697,72,Feminino,10,Premium,68.66,24,29,6,1.1,4.9,1.2,Sudeste
CLI-35698,26,Masculino,59,Basico,80.65,30,91,6,3.3,1.6,1.1,Sul
CLI-35699,71,Feminino,7,Familia,79.68,35,43,1,1.7,2.9,4.2,Leste
CLI-35700,19,Feminino,55,Basico,57.16,47,92,2,3.0,4.9,3.9,Norte
CLI-35701,44,Feminino,37,Basico,33.68,41,55,7,4.6,4.9,2.4,Sul
CLI-35702,55,Masculino,1,Premium,92.88,11,53,10,2.0,3.3,4.2,Sudeste
CLI-35703,72,Feminino,49,Basico,96.72,7,86,5,2.3,3.9,2.0,Leste
CLI-35704,79,Masculino,2,Familia,60.21,15,104,4,3.5,4.9,4.5,Oeste
CLI-35705,53,Feminino,16,Premium,85.99,5,40,0,4.2,4.1,2.5,Leste
CLI-35706,61,Feminino,6,Premium,49.84,41,92,3,2.2,2.5,3.0,Oeste
CLI-35707,75,Masculino,14,Premium,37.39,48,12,10,3.8,2.0,2.5,Norte
CLI-35708,35,Feminino,33,Familia,51.02,49,82,6,4.1,2.9,1.5,Oeste
CLI-35709,49,Feminino,37,Familia,21.14,7,53,2,2.2,1.6,1.2,Leste
CLI-35710,64,Masculino,33,Basico,64.48,26,63,6,2.4,1.8,3.6,Norte
CLI-35711,25,Masculino,24,Premium,23.1,28,27,3,3.6,1.4,2.3,Norte
CLI-35712,77,Masculino,5,Familia,45.75,13,57,9,4.8,1.3,4.1,Leste
CLI-35713,24,Feminino,49,Premium,88.55,47,21,2,4.9,4.7,3.7,Sul
CLI-35714,38,Masculino,23,Premium,46.95,15,30,5,4.7,2.0,1.7,Sul
CLI-35715,46,Masculino,41,Premium,38.56,35,115,9,2.2,1.1,1.7,Leste
CLI-35716,47,Masculino,59,Premium,84.1,43,78,9,1.9,3.9,2.4,Sudeste
CLI-35717,59,Masculino,8,Premium,35.78,24,99,8,4.0,1.0,3.3,Sul
CLI-35718,55,Masculino,28,Familia,66.24,40,109,0,3.6,3.0,4.3,Oeste
CLI-35719,43,Feminino,57,Premium,45.18,44,73,4,3.8,4.3,1.3,Oeste
CLI-35720,30,Feminino,15,Basico,72.58,47,104,3,3.9,2.8,2.5,Sudeste
CLI-35721,25,Masculino,60,Basico,27.11,4,93,8,4.4,1.0,4.3,Oeste
CLI-35722,22,Masculino,56,Premium,46.58,34,19,3,2.4,2.8,4.1,Sudeste
CLI-35723,37,Feminino,54,Familia,29.52,50,110,5,1.0,3.8,4.6,Leste
CLI-35724,37,Feminino,49,Familia,90.31,11,34,0,3.4,2.0,4.2,Norte
CLI-35725,79,Masculino,45,Premium,80.83,0,20,10,3.4,1.6,4.3,Sudeste
CLI-35726,64,Feminino,27,Familia,91.96,25,115,8,3.9,3.1,1.3,Leste
CLI-35727,24,Feminino,16,Premium,55.34,23,95,6,2.5,2.7,1.1,Oeste
CLI-35728,35,Feminino,47,Premium,86.44,5,39,10,4.1,4.4,1.4,Norte
CLI-35729,36,Masculino,42,Premium,58.57,43,64,8,1.1,2.5,2.8,Oeste
CLI-35730,55,Feminino,4,Basico,80.63,16,87,4,2.2,4.9,3.7,Sul
CLI-35731,72,Feminino,3,Familia,88.8,22,30,10,3.6,2.6,3.8,Sul
CLI-35732,43,Feminino,3,Basico,43.25,21,72,7,1.1,2.8,4.4,Sudeste
CLI-35733,74,Feminino,19,Premium,78.04,33,8,9,1.4,1.6,3.4,Sul
CLI-35734,80,Feminino,14,Basico,23.48,41,12,7,4.8,4.1,3.8,Norte
CLI-35735,78,Feminino,16,Familia,91.04,18,83,0,2.7,2.2,3.0,Leste
CLI-35736,69,Masculino,52,Premium,43.64,9,63,10,4.7,4.9,3.9,Oeste
CLI-35737,49,Feminino,43,Basico,92.52,42,19,1,2.1,3.1,2.0,Sudeste
CLI-35738,76,Masculino,5,Premium,78.11,19,5,0,1.2,4.6,3.9,Sul
CLI-35739,51,Feminino,12,Premium,67.64,15,21,1,2.7,1.9,3.8,Oeste
CLI-35740,74,Feminino,26,Basico,34.12,13,67,4,4.2,2.0,3.2,Sul
CLI-35741,66,Feminino,39,Familia,67.71,11,43,0,2.1,4.0,4.6,Norte
CLI-35742,57,Masculino,53,Basico,39.63,28,88,4,3.5,2.9,1.1,Oeste
CLI-35743,65,Masculino,43,Basico,89.43,16,41,7,3.3,2.5,2.1,Sudeste
CLI-35744,58,Feminino,47,Premium,52.28,42,63,10,3.8,1.9,4.2,Sul
CLI-35745,27,Feminino,23,Premium,86.84,49,91,6,4.2,1.8,3.3,Norte
CLI-35746,23,Masculino,31,Familia,51.26,17,95,0,4.6,2.8,4.6,Norte
CLI-35747,27,Masculino,2,Basico,92.55,14,11,6,1.4,4.9,1.3,Leste
CLI-35748,66,Masculino,40,Basico,20.11,10,31,0,3.2,2.1,4.5,Sudeste
CLI-35749,35,Masculino,5,Familia,39.46,41,43,8,1.5,4.0,3.6,Leste
CLI-35750,46,Masculino,3,Premium,32.58,29,60,3,3.7,3.0,2.6,Norte
CLI-35751,23,Masculino,29,Basico,20.77,37,83,6,3.1,3.8,2.0,Leste
CLI-35752,69,Masculino,36,Basico,90.79,2,64,7,1.3,3.8,2.3,Leste
CLI-35753,70,Masculino,58,Premium,82.87,18,14,8,2.3,4.7,1.1,Leste
CLI-35754,80,Feminino,54,Premium,75.33,43,59,3,1.6,1.8,1.6,Sul
CLI-35755,32,Masculino,41,Basico,31.16,35,40,7,2.7,1.3,4.4,Oeste
CLI-35756,52,Masculino,10,Premium,85.51,2,113,2,1.8,2.9,1.4,Sudeste
CLI-35757,40,Masculino,10,Familia,37.31,24,105,6,2.9,3.9,2.5,Sul
CLI-35758,42,Feminino,9,Familia,21.87,15,30,8,3.2,4.4,4.0,Sul
CLI-35759,31,Masculino,16,Premium,32.53,43,103,9,4.6,1.7,2.3,Leste
CLI-35760,50,Masculino,29,Premium,58.94,36,8,0,4.9,1.1,4.6,Sul
CLI-35761,42,Masculino,23,Premium,80.72,36,86,8,3.5,2.6,4.2,Leste
CLI-35762,28,Masculino,42,Familia,95.44,21,81,7,1.3,1.5,4.3,Norte
CLI-35763,40,Masculino,8,Basico,30.11,32,9,2,3.7,4.7,1.6,Leste
CLI-35764,50,Masculino,37,Premium,62.12,13,8,4,1.3,3.4,4.7,Sul
CLI-35765,72,Masculino,42,Basico,86.78,18,76,6,1.3,3.4,2.3,Sudeste
CLI-35766,41,Masculino,28,Premium,29.73,4,59,8,2.4,2.8,1.6,Norte
CLI-35767,24,Feminino,9,Premium,70.38,24,107,10,2.7,4.8,3.9,Leste
CLI-35768,49,Feminino,50,Premium,31.93,40,81,9,3.6,2.8,4.0,Oeste
CLI-35769,66,Feminino,24,Premium,95.61,0,49,6,3.0,4.7,1.1,Leste
CLI-35770,54,Masculino,38,Familia,98.5,21,75,5,3.6,3.1,4.3,Sul
CLI-35771,24,Feminino,11,Familia,62.25,12,61,9,3.5,4.4,1.2,Norte
CLI-35772,33,Masculino,48,Familia,46.8,16,5,4,3.3,2.0,4.5,Oeste
CLI-35773,45,Feminino,46,Premium,84.59,43,114,4,1.2,4.7,5.0,Sudeste
CLI-35774,69,Masculino,33,Basico,95.56,21,95,7,4.2,2.1,4.1,Sul
CLI-35775,77,Feminino,28,Familia,91.94,38,16,9,2.5,2.1,1.2,Sudeste
CLI-35776,25,Masculino,9,Premium,84.45,32,13,1,1.4,4.5,1.8,Oeste
CLI-35777,75,Feminino,51,Premium,97.79,42,72,6,1.2,2.6,2.6,Sul
CLI-35778,75,Feminino,3,Basico,50.28,44,15,7,3.7,3.3,3.9,Oeste
CLI-35779,75,Feminino,1,Familia,56.12,24,98,3,2.9,4.8,4.6,Sudeste
CLI-35780,22,Masculino,39,Familia,52.83,23,62,4,4.0,5.0,3.5,Sul
CLI-35781,39,Feminino,12,Premium,79.32,41,108,6,1.5,2.4,3.3,Sul
CLI-35782,58,Masculino,51,Premium,40.32,50,59,10,2.5,2.3,1.7,Oeste
CLI-35783,24,Feminino,55,Familia,77.9,11,26,0,2.1,1.2,1.2,Oeste
CLI-35784,73,Feminino,28,Premium,58.93,11,23,2,4.9,4.7,4.1,Leste
CLI-35785,36,Feminino,11,Basico,74.88,11,116,9,4.5,3.9,2.2,Leste
CLI-35786,64,Masculino,58,Premium,99.15,48,11,10,2.8,2.7,4.9,Sul
CLI-35787,41,Feminino,32,Premium,81.46,29,70,1,2.6,2.1,2.8,Leste
CLI-35788,51,Feminino,49,Premium,33.7,7,92,5,4.0,3.5,4.4,Sudeste
CLI-35789,70,Feminino,44,Basico,41.91,39,111,3,1.8,1.3,2.6,Oeste
CLI-35790,27,Masculino,13,Premium,71.27,40,30,4,3.7,2.3,2.3,Norte
CLI-35791,36,Feminino,50,Basico,70.62,43,97,8,1.6,2.4,2.9,Sudeste
CLI-35792,75,Feminino,22,Premium,53.68,39,8,5,2.0,4.9,4.3,Sudeste
CLI-35793,80,Feminino,60,Familia,44.44,40,63,0,2.8,1.5,3.1,Oeste
CLI-35794,78,Masculino,50,Familia,97.77,11,55,7,1.6,3.1,4.1,Leste
CLI-35795,32,Masculino,58,Basico,84.52,30,15,8,2.0,4.6,4.1,Oeste
CLI-35796,32,Masculino,23,Premium,91.12,11,85,7,2.4,2.8,2.3,Sul
CLI-35797,25,Feminino,56,Premium,26.39,4,35,9,1.8,4.3,1.1,Sul
CLI-35798,78,Feminino,23,Basico,70.54,29,98,7,4.0,4.0,3.1,Oeste
CLI-35799,19,Masculino,40,Premium,26.73,44,63,4,1.5,1.5,4.4,Sul
CLI-35800,20,Masculino,18,Familia,31.7,49,62,3,1.7,1.8,4.9,Norte
CLI-35801,55,Feminino,12,Familia,59.65,0,37,1,1.7,2.6,2.2,Sudeste
CLI-35802,47,Feminino,32,Basico,57.5,17,59,4,2.2,2.9,2.9,Leste
CLI-35803,23,Masculino,32,Basico,57.84,41,120,8,3.4,1.8,1.9,Sul
CLI-35804,41,Feminino,13,Premium,20.4,46,55,7,3.2,2.4,3.5,Norte
CLI-35805,77,Feminino,56,Basico,28.9,20,42,7,1.1,2.6,4.0,Norte
CLI-35806,57,Feminino,37,Basico,45.24,19,90,4,3.7,1.5,1.8,Sul
CLI-35807,64,Masculino,8,Basico,76.89,13,26,6,2.0,1.6,2.9,Sul
CLI-35808,31,Feminino,3,Basico,51.18,36,106,7,1.8,4.1,4.7,Sudeste
CLI-35809,24,Masculino,38,Familia,88.72,43,71,9,1.2,4.3,2.1,Sul
CLI-35810,40,Masculino,29,Basico,57.76,2,60,8,4.8,2.7,4.4,Norte
CLI-35811,23,Feminino,14,Basico,72.09,21,50,3,3.1,1.9,3.8,Sul
CLI-35812,31,Feminino,41,Premium,42.12,4,53,6,1.3,1.9,4.7,Sudeste
CLI-35813,64,Masculino,1,Familia,35.54,37,116,0,2.5,1.1,2.3,Sul
CLI-35814,68,Feminino,23,Premium,89.9,45,92,9,2.2,1.1,1.6,Sul
CLI-35815,50,Masculino,57,Basico,76.74,6,46,6,4.8,3.5,4.2,Norte
CLI-35816,51,Masculino,1,Premium,85.28,36,34,1,4.9,4.3,2.9,Oeste
CLI-35817,72,Feminino,19,Familia,29.85,42,116,1,2.6,1.4,4.1,Leste
CLI-35818,28,Masculino,5,Basico,87.43,42,114,5,3.2,5.0,2.3,Oeste
CLI-35819,52,Masculino,13,Basico,81.03,40,113,0,4.2,4.0,4.7,Leste
CLI-35820,48,Masculino,10,Premium,63.44,19,35,4,4.0,4.3,4.8,Leste
CLI-35821,34,Masculino,51,Basico,93.37,34,93,1,4.8,1.5,2.4,Oeste
CLI-35822,27,Feminino,1,Premium,27.6,21,35,10,2.7,1.5,1.1,Sudeste
CLI-35823,33,Feminino,29,Basico,68.24,45,48,10,1.8,4.3,4.1,Leste
CLI-35824,24,Feminino,5,Familia,88.54,32,29,7,2.7,3.9,3.4,Leste
CLI-35825,66,Masculino,13,Premium,91.84,22,55,6,1.6,2.8,3.8,Oeste
CLI-35826,22,Feminino,24,Premium,87.47,8,39,3,2.7,4.4,3.3,Sudeste
CLI-35827,42,Feminino,36,Familia,98.55,23,112,4,3.6,2.6,1.7,Sudeste
CLI-35828,75,Masculino,51,Premium,40.12,29,102,2,1.6,4.0,3.9,Sul
CLI-35829,25,Masculino,8,Premium,85.09,3,71,6,2.5,2.5,2.3,Norte
CLI-35830,40,Feminino,36,Familia,38.6,13,117,1,3.7,1.8,1.7,Sudeste
CLI-35831,37,Feminino,59,Basico,75.03,46,95,3,4.1,2.3,2.2,Leste
CLI-35832,28,Masculino,35,Basico,68.36,16,69,2,4.2,1.9,2.2,Sudeste
CLI-35833,45,Masculino,42,Basico,57.51,33,35,1,2.1,4.5,2.0,Leste
CLI-35834,77,Masculino,16,Basico,87.64,6,69,6,4.5,3.4,4.2,Oeste
CLI-35835,67,Masculino,35,Basico,77.79,35,88,1,2.1,2.4,3.0,Oeste
CLI-35836,78,Masculino,19,Basico,67.06,35,53,6,3.0,3.5,1.3,Sudeste
CLI-35837,23,Masculino,5,Familia,24.8,44,47,5,4.5,3.8,3.0,Sul
CLI-35838,76,Masculino,28,Basico,68.55,46,67,3,2.3,4.0,1.4,Oeste
CLI-35839,76,Feminino,20,Basico,74.71,15,38,7,1.3,4.7,3.5,Norte
CLI-35840,21,Feminino,46,Basico,48.71,6,37,2,3.1,4.6,4.5,Sul
CLI-35841,55,Masculino,1,Familia,79.11,18,113,7,3.7,1.6,1.2,Sul
CLI-35842,67,Masculino,32,Familia,90.81,7,21,3,2.6,4.6,2.3,Sul
CLI-35843,36,Feminino,9,Basico,20.08,34,39,2,1.7,3.2,1.1,Sudeste
CLI-35844,52,Feminino,51,Basico,80.66,0,105,10,2.9,4.4,4.0,Leste
CLI-35845,74,Masculino,3,Familia,42.44,37,50,2,2.5,4.4,2.8,Sul
CLI-35846,39,Masculino,5,Premium,87.68,22,19,1,3.7,2.5,4.4,Oeste
CLI-35847,26,Masculino,17,Familia,89.38,9,30,6,1.5,1.4,1.2,Oeste
CLI-35848,30,Masculino,59,Familia,86.45,12,82,4,3.2,3.0,2.5,Leste
CLI-35849,20,Masculino,56,Premium,69.66,10,11,3,3.2,3.6,4.8,Leste
CLI-35850,30,Feminino,28,Premium,23.31,35,34,0,3.8,1.2,1.5,Oeste
CLI-35851,74,Feminino,55,Familia,93.46,28,23,7,3.6,1.6,3.3,Oeste
CLI-35852,45,Feminino,31,Basico,68.77,50,114,7,3.6,4.0,2.2,Sul
CLI-35853,39,Masculino,27,Basico,58.18,27,49,2,4.9,3.9,2.9,Sul
CLI-35854,69,Feminino,13,Familia,94.93,6,62,0,3.1,4.1,4.4,Oeste
CLI-35855,77,Masculino,8,Basico,92.01,19,99,6,4.7,5.0,1.2,Norte
CLI-35856,22,Feminino,2,Basico,97.95,17,57,8,2.3,4.6,3.8,Sul
CLI-35857,44,Masculino,23,Premium,52.84,25,74,3,1.2,1.2,1.6,Oeste
CLI-35858,52,Feminino,28,Premium,79.39,10,82,6,1.7,3.7,2.7,Sul
CLI-35859,80,Feminino,6,Premium,51.83,48,33,7,2.4,1.8,2.4,Norte
CLI-35860,79,Masculino,46,Familia,98.53,15,93,2,2.9,2.9,4.0,Sul
CLI-35861,50,Feminino,59,Familia,70.85,5,76,0,3.2,1.1,4.1,Leste
CLI-35862,31,Feminino,27,Familia,71.75,43,22,7,4.3,2.9,3.5,Leste
CLI-35863,72,Masculino,42,Premium,82.84,23,110,3,1.7,1.8,1.1,Norte
CLI-35864,21,Feminino,6,Premium,43.26,26,115,10,2.8,2.5,2.3,Sul
CLI-35865,23,Feminino,29,Basico,38.61,1,69,6,3.3,3.3,2.5,Norte
CLI-35866,60,Masculino,5,Premium,37.05,11,35,4,3.1,4.9,1.6,Sudeste
CLI-35867,45,Feminino,13,Basico,33.81,22,55,4,2.6,3.9,1.8,Oeste
CLI-35868,72,Feminino,53,Familia,66.76,42,100,10,3.9,2.0,3.0,Leste
CLI-35869,37,Masculino,6,Familia,54.29,7,91,6,3.3,4.8,4.6,Sudeste
CLI-35870,55,Masculino,53,Premium,43.53,47,71,1,2.4,3.5,2.8,Sudeste
CLI-35871,36,Masculino,52,Familia,88.54,26,78,3,2.0,4.8,3.4,Sudeste
CLI-35872,38,Feminino,12,Familia,46.46,30,92,4,2.4,1.1,2.5,Oeste
CLI-35873,33,Masculino,6,Basico,26.35,14,72,4,4.8,4.7,1.6,Sudeste
CLI-35874,35,Masculino,30,Premium,66.58,41,104,5,3.3,1.3,2.3,Sudeste
CLI-35875,34,Feminino,4,Premium,41.53,7,46,10,3.7,1.8,4.4,Oeste
CLI-35876,47,Feminino,4,Familia,96.19,14,32,5,3.3,2.0,4.8,Norte
CLI-35877,33,Feminino,4,Familia,35.08,25,31,1,2.7,2.2,2.4,Norte
CLI-35878,64,Feminino,52,Premium,69.07,24,79,7,2.3,1.5,4.8,Oeste
CLI-35879,42,Feminino,55,Premium,30.46,3,85,5,4.5,4.9,2.5,Leste
CLI-35880,43,Masculino,7,Familia,66.93,8,89,9,2.7,2.8,3.2,Norte
CLI-35881,27,Masculino,2,Basico,32.51,44,101,0,3.9,1.9,3.8,Oeste
CLI-35882,60,Feminino,23,Familia,71.22,20,102,9,2.4,2.9,2.5,Norte
CLI-35883,19,Masculino,37,Familia,57.35,37,95,5,3.2,1.8,1.8,Sudeste
CLI-35884,29,Masculino,40,Basico,34.66,49,37,0,2.2,2.7,3.3,Sul
CLI-35885,41,Masculino,24,Familia,83.06,29,53,8,3.2,2.7,3.5,Sudeste
CLI-35886,61,Masculino,17,Familia,44.06,15,113,10,4.3,3.7,4.9,Sudeste
CLI-35887,70,Masculino,1,Familia,83.73,34,30,2,2.7,2.3,2.4,Sudeste
CLI-35888,25,Feminino,52,Basico,70.68,19,112,5,1.9,4.5,3.3,Sul
CLI-35889,21,Feminino,59,Premium,47.42,35,49,2,4.3,4.6,2.4,Leste
CLI-35890,72,Masculino,22,Familia,61.28,29,30,3,4.2,2.7,3.2,Norte
CLI-35891,29,Masculino,40,Premium,43.1,37,63,7,1.2,1.4,4.1,Sudeste
CLI-35892,45,Masculino,31,Basico,99.83,28,33,2,2.5,3.6,4.0,Sudeste
CLI-35893,48,Masculino,37,Premium,58.52,22,93,2,1.4,1.9,3.8,Sul
CLI-35894,23,Masculino,47,Premium,39.18,23,28,4,1.4,1.9,2.1,Sul
CLI-35895,65,Feminino,41,Basico,82.71,49,95,6,2.8,3.1,4.7,Leste
CLI-35896,51,Feminino,28,Premium,43.52,21,27,2,2.5,3.2,4.4,Oeste
CLI-35897,68,Feminino,17,Basico,75.26,43,46,7,3.9,2.9,4.8,Leste
CLI-35898,56,Feminino,1,Familia,38.06,41,41,2,1.0,1.0,2.2,Leste
CLI-35899,26,Masculino,29,Premium,38.36,9,28,3,2.9,3.1,4.4,Leste
CLI-35900,56,Feminino,34,Familia,30.35,31,115,3,2.8,4.8,3.9,Oeste
CLI-35901,27,Feminino,1,Basico,68.44,7,39,3,3.1,4.2,1.1,Oeste
CLI-35902,56,Masculino,46,Basico,21.34,21,107,5,4.3,1.3,2.3,Sudeste
CLI-35903,25,Feminino,56,Premium,23.15,35,45,8,1.4,3.2,4.3,Sul
CLI-35904,79,Feminino,48,Premium,24.54,29,105,9,3.2,4.8,2.9,Sudeste
CLI-35905,57,Feminino,50,Familia,44.1,45,118,6,3.9,4.3,1.5,Oeste
CLI-35906,50,Masculino,20,Basico,39.57,19,68,7,4.4,1.6,3.2,Leste
CLI-35907,75,Masculino,42,Basico,78.83,43,52,7,1.0,3.2,4.9,Leste
CLI-35908,36,Masculino,15,Basico,64.04,46,71,7,4.8,3.1,1.8,Oeste
CLI-35909,18,Feminino,25,Premium,67.06,1,24,0,2.2,3.2,2.4,Norte
CLI-35910,20,Feminino,33,Familia,74.52,43,91,10,4.7,3.6,4.2,Sul
CLI-35911,46,Masculino,39,Basico,60.46,0,6,0,3.8,4.6,2.8,Sudeste
CLI-35912,33,Masculino,33,Premium,73.67,31,53,7,1.2,3.7,4.7,Sul
CLI-35913,66,Feminino,41,Basico,56.23,48,94,7,1.9,3.5,4.7,Sudeste
CLI-35914,68,Feminino,50,Familia,70.01,37,60,7,4.9,4.5,2.7,Leste
CLI-35915,63,Feminino,51,Premium,28.14,8,94,5,2.9,2.5,3.6,Sudeste
CLI-35916,39,Feminino,58,Basico,22.75,48,50,5,1.9,2.3,4.2,Leste
CLI-35917,77,Feminino,50,Premium,67.61,11,90,5,2.2,5.0,1.5,Sudeste
CLI-35918,58,Masculino,25,Familia,26.2,36,86,10,1.6,4.0,1.2,Sudeste
CLI-35919,68,Feminino,3,Familia,93.51,32,55,0,2.2,1.7,2.2,Sudeste
CLI-35920,70,Masculino,39,Familia,81.95,20,90,4,1.4,3.1,3.4,Sul
CLI-35921,36,Masculino,48,Premium,71.03,43,96,0,4.3,4.2,4.8,Sudeste
CLI-35922,60,Masculino,25,Basico,60.8,18,80,9,1.4,4.4,4.6,Sudeste
CLI-35923,24,Masculino,37,Basico,93.58,29,93,7,4.7,5.0,1.1,Sul
CLI-35924,72,Feminino,54,Basico,67.97,29,10,2,3.8,1.2,3.6,Sul
CLI-35925,65,Feminino,51,Familia,55.67,29,92,5,2.1,2.7,1.4,Oeste
CLI-35926,46,Masculino,21,Premium,72.31,20,93,10,1.2,3.7,4.7,Norte
CLI-35927,55,Feminino,16,Familia,94.17,19,95,2,4.3,3.6,2.5,Leste
CLI-35928,35,Masculino,46,Premium,54.78,34,41,0,2.1,4.1,4.8,Leste
CLI-35929,42,Masculino,7,Premium,53.82,29,95,1,1.2,3.3,3.3,Oeste
CLI-35930,63,Feminino,4,Basico,50.85,7,19,9,3.7,1.5,3.3,Oeste
CLI-35931,67,Masculino,15,Premium,53.1,33,11,4,3.7,3.4,3.8,Oeste
CLI-35932,68,Feminino,48,Basico,98.64,21,116,5,4.4,3.2,2.9,Sul
CLI-35933,79,Feminino,1,Premium,32.38,46,105,1,2.5,1.2,1.6,Leste
CLI-35934,78,Feminino,56,Premium,75.88,31,27,8,3.8,3.2,2.9,Norte
CLI-35935,30,Masculino,14,Premium,34.8,18,25,6,4.3,3.7,1.9,Sudeste
CLI-35936,31,Masculino,17,Basico,34.96,35,65,7,4.6,2.5,4.6,Sudeste
CLI-35937,31,Feminino,58,Basico,58.91,27,84,2,5.0,4.7,1.5,Norte
CLI-35938,67,Feminino,19,Premium,62.08,24,32,8,1.6,4.9,2.8,Sul
CLI-35939,71,Masculino,32,Familia,26.05,6,49,3,3.6,1.3,3.7,Sul
CLI-35940,31,Feminino,42,Familia,64.87,27,55,0,1.8,1.4,3.3,Oeste
CLI-35941,22,Masculino,35,Familia,21.27,36,53,6,2.1,4.9,3.1,Sul
CLI-35942,31,Feminino,24,Familia,61.78,5,48,4,2.1,1.0,3.7,Oeste
CLI-35943,26,Feminino,53,Basico,65.99,3,109,4,4.9,1.8,1.7,Norte
CLI-35944,25,Feminino,13,Premium,43.3,40,21,5,4.4,2.2,5.0,Oeste
CLI-35945,32,Masculino,51,Familia,74.62,9,102,5,2.0,4.7,2.5,Sul
CLI-35946,19,Feminino,11,Familia,45.59,44,8,6,3.9,3.6,4.6,Leste
CLI-35947,70,Feminino,50,Basico,31.81,21,73,3,4.7,3.7,3.1,Leste
CLI-35948,39,Feminino,4,Premium,39.95,50,55,0,2.6,4.3,1.8,Sul
CLI-35949,30,Feminino,43,Basico,89.37,48,101,3,1.6,3.6,2.7,Sul
CLI-35950,49,Masculino,15,Basico,48.23,18,25,3,3.7,2.8,4.2,Sudeste
CLI-35951,62,Masculino,37,Familia,48.69,23,15,2,4.6,4.4,2.4,Norte
CLI-35952,32,Feminino,8,Premium,76.95,29,101,3,1.7,2.1,3.6,Oeste
CLI-35953,64,Feminino,43,Premium,68.06,9,35,0,1.2,2.0,2.2,Oeste
CLI-35954,60,Masculino,50,Premium,70.4,2,70,8,2.8,2.1,2.7,Sudeste
CLI-35955,36,Feminino,10,Basico,31.1,2,63,7,4.9,2.7,1.9,Norte
CLI-35956,39,Masculino,20,Basico,86.31,2,19,6,4.0,4.0,3.7,Norte
