idade,genero,regiao,tipo_contrato,metodo_pagamento,plano_assinatura,valor_mensal,tempo_assinatura_meses,dias_ultimo_acesso,acessibilidade,contatos_suporte,visualizacoes_mes,tempo_medio_sessao_min,dispositivo_principal,categoria_favorita,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma,tem_avaliacao_conteudo_media,tem_avaliacao_conteudo_ultimo_mes,tem_avaliacao_plataforma,visualizacoes_por_dia,engajamento_score,risco_score,inativo_flag
24,1,4,1,2,0,24.9,9,20,0,1,50,154,2,5,4.0,,3.0,1,0,1,1.6666666666666667,0.4360688035159505,0.06875,0
62,0,1,0,2,1,32.0,0,1,0,0,58,81,3,1,,3.5,1.0,0,1,1,1.9333333333333331,0.3489884064560127,0.0062499999999999,0
45,1,4,0,2,1,32.0,1,14,0,1,15,26,1,5,,1.5,,0,1,0,0.5,0.098370841857998,0.0812499999999999,0
26,0,4,1,1,0,24.9,0,0,0,1,0,20,1,5,,1.0,3.5,0,1,1,0.0,0.0321285140562249,0.0,0
36,0,4,1,1,0,24.9,13,36,0,2,0,16,0,5,2.0,,2.0,1,0,1,0.0,0.0257028112449799,0.14375,1
18,0,0,1,2,2,49.9,6,66,0,2,0,32,0,5,2.0,,2.5,1,0,1,0.0,0.0514056224899598,0.375,1
43,0,4,0,2,2,38.0,5,38,0,2,0,115,2,5,4.0,,4.0,1,0,1,0.0,0.1847389558232932,0.20625,1
56,4,4,1,1,0,24.9,19,22,0,0,13,94,2,5,5.0,4.0,1.0,1,1,1,0.4333333333333333,0.2000606198378419,0.0187499999999999,0
28,0,1,1,2,0,24.9,37,25,0,0,8,8,1,0,,,,0,0,0,0.2666666666666666,0.0430400848677729,0.0,0
57,1,3,1,2,0,24.9,28,28,0,1,20,164,1,1,,3.0,1.5,0,1,1,0.6666666666666666,0.3389255133742517,0.0,0
23,1,1,1,3,0,24.9,5,53,0,3,0,24,1,2,4.0,,2.5,1,0,1,0.0,0.0385542168674698,0.3,1
47,4,4,1,1,1,38.0,22,11,0,3,38,96,2,2,,,1.5,0,0,1,1.2666666666666666,0.2976130938849738,0.0,0
39,1,3,1,1,0,24.9,1,18,0,1,36,45,1,5,,5.0,3.5,0,1,1,1.2,0.2081382132302796,0.10625,0
36,1,4,0,2,1,32.0,44,1,0,1,1,85,3,0,4.0,5.0,1.5,1,1,1,0.0333333333333333,0.1403197696446162,0.0,0
23,2,1,0,2,2,38.0,16,26,0,0,21,96,0,5,4.0,3.5,1.0,1,1,1,0.7,0.2334621504887474,0.0625,0
31,0,1,1,5,2,49.9,9,46,0,0,0,104,2,4,,,,0,0,0,0.0,0.1670682730923695,0.2312499999999999,1
26,0,1,0,2,2,38.0,19,15,0,0,56,5,1,0,4.0,4.5,5.0,1,1,1,1.8666666666666667,0.2193528832310373,0.0,0
21,0,3,1,1,0,24.9,12,11,0,0,46,46,3,5,4.0,4.5,1.0,1,1,1,1.5333333333333334,0.2474804879896946,0.0,0
51,4,0,1,1,1,38.0,8,14,0,0,68,106,1,5,4.5,4.0,3.0,1,1,1,2.2666666666666666,0.4268848980828976,0.0375,0
36,0,4,1,3,1,38.0,15,12,0,2,41,124,1,5,4.0,,2.5,1,0,1,1.3666666666666667,0.3539137682806698,0.0,0
36,2,4,0,2,1,32.0,1,26,0,1,0,13,3,3,,2.5,4.5,0,1,1,0.0,0.0208835341365461,0.15625,0
49,0,3,1,2,0,24.9,7,43,0,0,0,122,1,1,4.0,,1.0,1,0,1,0.0,0.1959839357429719,0.2249999999999999,1
44,1,0,1,2,0,24.9,12,16,0,1,90,153,2,2,4.0,5.0,2.0,1,1,1,3.0,0.5854057740395544,0.0249999999999999,0
37,2,4,0,2,2,38.0,4,13,0,1,55,89,0,2,4.0,4.0,3.5,1,1,1,1.8333333333333333,0.3505190573615215,0.05625,0
60,1,3,1,2,0,24.9,2,7,0,3,117,88,0,5,4.0,4.5,,1,1,0,3.9,0.5828748958096537,0.03125,0
29,4,3,1,2,1,38.0,11,42,0,0,0,35,1,3,2.0,,3.0,1,0,1,0.0,0.0562248995983935,0.1937499999999999,1
37,1,4,1,1,1,38.0,0,0,0,3,77,55,3,3,,,,0,0,0,2.566666666666667,0.3789194513904675,0.0,0
49,0,0,0,2,2,38.0,8,9,0,0,58,153,1,5,4.0,3.5,2.5,1,1,1,1.9333333333333331,0.4646510570584223,0.00625,0
39,0,1,0,2,2,38.0,22,23,0,1,18,106,3,5,4.5,,1.0,1,0,1,0.6,0.2382056527998787,0.00625,0
57,1,3,1,2,1,38.0,9,40,0,1,0,56,2,2,4.0,,1.0,1,0,1,0.0,0.0899598393574297,0.19375,1
40,0,3,1,4,0,24.9,1,7,0,3,56,113,3,0,,5.0,2.5,0,1,1,1.8666666666666667,0.3928468591346518,0.0375,0
49,0,0,1,5,1,38.0,21,12,0,1,53,98,1,5,,4.0,4.0,0,1,1,1.7666666666666666,0.357429718875502,0.0,0
39,1,4,1,1,0,24.9,0,1,0,1,31,75,0,5,,,3.0,0,0,1,1.0333333333333334,0.2374630597863151,0.0062499999999999,0
18,0,4,1,0,0,24.9,6,33,0,2,0,38,1,3,2.0,,3.0,1,0,1,0.0,0.0610441767068273,0.1687499999999999,0
35,4,4,1,2,1,38.0,48,16,0,1,77,28,1,1,,,2.5,0,0,1,2.566666666666667,0.3355459574145639,0.0,0
29,1,3,0,2,2,38.0,39,32,0,1,0,73,1,2,4.0,,4.0,1,0,1,0.0,0.1172690763052208,0.0,0
33,1,4,1,4,0,24.9,4,2,0,1,48,128,0,5,4.0,,4.5,1,0,1,1.6,0.3867545654315374,0.0,0
35,2,0,0,2,2,38.0,4,26,0,2,12,79,3,1,4.0,5.0,3.0,1,1,1,0.4,0.1721906493900128,0.1375,0
25,0,3,0,2,2,38.0,12,37,0,3,0,12,3,5,2.0,,2.0,1,0,1,0.0,0.0192771084337349,0.15625,1
35,1,3,1,2,0,24.9,1,15,0,1,75,114,1,0,,4.0,1.0,0,1,1,2.5,0.4661513980450102,0.0874999999999999,0
54,0,0,1,1,2,49.9,12,23,0,0,20,86,3,5,4.0,,1.5,1,0,1,0.6666666666666666,0.2136243085549746,0.0687499999999999,0
38,0,4,0,2,2,38.0,0,0,0,1,76,61,3,4,,,3.5,0,0,1,2.533333333333333,0.3847844207016746,0.0,0
62,2,4,1,2,0,24.9,5,16,0,1,81,30,3,1,4.0,,4.5,1,0,1,2.7,0.3538531484428279,0.0687499999999999,0
18,0,4,1,2,1,38.0,8,43,0,1,0,22,1,5,1.5,,1.5,1,0,1,0.0,0.0353413654618473,0.21875,1
26,0,4,1,4,0,24.9,7,53,0,2,0,105,1,0,3.0,,4.5,1,0,1,0.0,0.1686746987951807,0.2875,1
39,0,3,1,3,0,24.9,1,16,0,1,61,168,3,2,,,3.5,0,0,1,2.033333333333333,0.5000681973175722,0.0937499999999999,0
44,0,4,1,1,1,38.0,2,26,0,2,0,56,1,1,,2.0,4.0,0,1,1,0.0,0.0899598393574297,0.15,0
54,4,3,1,1,1,38.0,9,25,0,1,7,145,1,1,4.0,,,1,0,0,0.2333333333333333,0.2593468212472531,0.1,0
29,0,0,1,1,1,38.0,5,29,0,1,0,48,3,3,2.5,,5.0,1,0,1,0.0,0.0771084337349397,0.15,0
40,1,1,1,1,0,24.9,26,37,0,1,0,48,2,0,,,5.0,0,0,1,0.0,0.0771084337349397,0.06875,1
42,1,2,0,2,1,32.0,4,24,0,1,15,67,2,0,2.5,4.5,1.5,1,1,1,0.5,0.1642342956732591,0.125,0
30,4,3,0,2,2,38.0,0,0,0,3,91,134,2,5,,5.0,3.5,0,1,1,3.033333333333333,0.5586572705918011,0.0,0
25,1,3,0,2,2,38.0,10,59,0,4,0,15,1,5,2.0,,5.0,1,0,1,0.0,0.0240963855421686,0.3062499999999999,1
40,0,3,1,5,0,24.9,2,45,0,4,0,34,1,5,,,2.0,0,0,1,0.0,0.0546184738955823,0.26875,1
80,1,4,1,2,0,24.9,5,12,0,2,27,5,1,0,2.0,2.0,1.5,1,1,1,0.9,0.1099189209668864,0.04375,0
33,0,1,1,2,1,38.0,14,19,0,3,60,97,3,0,,3.5,,0,1,0,2.0,0.3822383875123134,0.0312499999999999,0
45,0,3,0,2,2,38.0,1,12,1,3,104,130,1,2,,4.0,3.0,0,1,1,3.466666666666667,0.6012881715541412,0.0687499999999999,0
71,4,4,1,5,0,24.9,24,30,0,5,6,106,1,5,,3.5,3.0,0,1,1,0.2,0.1929226339319542,0.0374999999999999,0
53,1,4,0,2,2,38.0,7,33,0,2,0,33,1,5,,,1.5,0,0,1,0.0,0.053012048192771,0.1624999999999999,0
37,3,3,1,1,0,24.9,8,36,0,0,0,135,1,5,3.5,,5.0,1,0,1,0.0,0.216867469879518,0.175,1
20,1,3,1,1,0,24.9,11,31,1,4,0,44,2,5,3.0,,1.0,1,0,1,0.0,0.0706827309236947,0.125,0
42,2,0,1,1,0,24.9,43,20,0,1,86,98,1,5,4.0,5.0,3.0,1,1,1,2.8666666666666667,0.4819580207622944,0.0,0
35,1,1,1,3,0,24.9,6,17,0,0,0,69,3,2,2.5,5.0,1.5,1,1,1,0.0,0.1108433734939759,0.0687499999999999,0
20,1,3,0,2,2,38.0,33,9,0,0,71,162,1,5,2.5,,1.5,1,0,1,2.3666666666666667,0.5281654921573085,0.0,0
18,1,4,1,2,0,24.9,14,10,0,4,54,82,3,5,,5.0,4.0,0,1,1,1.8,0.3355004925361824,0.0,0
18,1,1,1,2,2,49.9,14,17,0,2,73,90,2,5,,,1.0,0,0,1,2.433333333333333,0.4200500113662195,0.0187499999999999,0
41,0,1,0,2,2,38.0,25,36,0,3,0,28,3,1,2.0,,4.0,1,0,1,0.0,0.0449799196787148,0.06875,1
31,4,0,0,2,1,32.0,8,2,0,1,3,170,1,2,,4.5,2.0,0,1,1,0.1,0.2844131241948928,0.0,0
59,0,1,0,2,2,38.0,48,42,1,0,0,160,1,5,4.5,,2.5,1,0,1,0.0,0.2570281124497992,0.0,1
35,2,4,0,2,1,32.0,26,7,0,1,70,135,2,1,,,2.0,0,0,1,2.333333333333333,0.4810184132757444,0.0,0
29,0,3,1,5,2,49.9,27,28,0,2,12,122,3,1,4.0,,4.5,1,0,1,0.4,0.2412669546108964,0.00625,0
47,0,3,1,1,0,24.9,6,15,0,1,54,106,3,1,3.5,4.0,2.5,1,1,1,1.8,0.3740547094036524,0.0562499999999999,0
64,1,3,1,4,1,38.0,2,33,0,1,0,86,1,0,2.0,,3.5,1,0,1,0.0,0.138152610441767,0.1937499999999999,0
66,0,1,1,1,1,38.0,7,51,0,0,0,15,2,5,2.0,,3.0,1,0,1,0.0,0.0240963855421686,0.2749999999999999,1
27,1,0,0,2,2,38.0,17,22,0,3,2,27,3,1,2.0,1.0,4.5,1,1,1,0.0666666666666666,0.0509206637872243,0.0312499999999999,0
34,0,1,1,1,1,38.0,14,28,0,1,9,161,3,4,,3.5,3.0,0,1,1,0.3,0.2925968023035538,0.0874999999999999,0
59,1,3,1,0,0,24.9,13,29,0,1,3,11,1,5,,1.5,2.0,0,1,1,0.1,0.0289914374479048,0.1,0
47,1,1,1,1,1,38.0,8,20,0,1,86,112,3,2,3.5,3.0,4.5,1,1,1,2.8666666666666667,0.5044479806016519,0.075,0
52,1,4,1,0,1,38.0,5,7,0,3,28,25,1,2,2.0,,3.0,1,0,1,0.9333333333333332,0.1458210199287716,0.0124999999999999,0
26,0,1,1,1,0,24.9,34,40,0,0,0,91,0,0,,,,0,0,0,0.0,0.1461847389558233,0.0375,1
26,0,4,1,3,1,38.0,5,32,0,1,0,67,3,0,4.0,,,1,0,0,0.0,0.1076305220883534,0.1687499999999999,0
30,0,2,1,1,0,24.9,5,18,0,0,68,85,3,1,4.0,4.0,4.0,1,1,1,2.2666666666666666,0.3931499583238614,0.08125,0
45,1,3,1,1,0,24.9,12,61,0,3,0,28,1,3,2.0,,3.5,1,0,1,0.0,0.0449799196787148,0.3062499999999999,1
46,2,4,0,2,2,38.0,0,0,0,2,82,157,1,1,,4.0,3.0,0,1,1,2.7333333333333334,0.5616427976055164,0.0,0
25,1,4,1,2,2,49.9,8,26,0,2,11,93,1,5,3.5,4.0,3.5,1,1,1,0.3666666666666666,0.1909070243237099,0.1125,0
43,0,3,1,2,0,24.9,12,36,0,2,0,8,1,2,3.0,,2.0,1,0,1,0.0,0.0128514056224899,0.15,1
18,1,1,1,3,0,24.9,23,16,0,2,38,101,3,2,,,5.0,0,0,1,1.2666666666666666,0.3056452223990301,0.0,0
20,1,3,1,3,0,24.9,20,69,0,0,0,14,1,1,2.0,,4.5,1,0,1,0.0,0.0224899598393574,0.30625,1
51,1,3,1,5,0,24.9,31,47,1,1,0,59,1,2,4.0,,3.0,1,0,1,0.0,0.0947791164658634,0.1,1
33,3,0,1,2,0,24.9,1,13,0,2,88,168,3,5,,4.0,4.5,0,1,1,2.933333333333333,0.6019549897704024,0.075,0
35,1,2,1,1,0,24.9,23,30,0,2,11,55,0,1,4.0,,1.5,1,0,1,0.3666666666666666,0.1298628476168826,0.0437499999999999,0
31,0,2,1,0,1,38.0,3,24,0,1,2,20,0,0,2.0,,4.5,1,0,1,0.0666666666666666,0.0396756838675456,0.13125,0
53,1,3,0,2,1,32.0,14,25,0,1,12,62,3,2,4.0,4.0,5.0,1,1,1,0.4,0.1448814124422217,0.0687499999999999,0
49,1,0,1,5,0,24.9,5,27,0,0,14,52,2,1,2.0,3.5,5.0,1,1,1,0.4666666666666667,0.13636432522543,0.1374999999999999,0
58,1,1,0,2,2,38.0,2,11,0,3,54,71,0,5,3.5,,2.5,1,0,1,1.8,0.3178298098052587,0.0562499999999999,0
40,0,4,1,3,0,24.9,26,22,0,2,10,138,0,5,4.0,,2.5,1,0,1,0.3333333333333333,0.2594225960445556,0.0,0
32,1,4,1,2,0,24.9,5,38,0,1,0,31,1,2,,,,0,0,0,0.0,0.0497991967871485,0.20625,1
31,0,3,1,3,0,24.9,1,21,0,1,10,103,3,2,,,1.5,0,0,1,0.3333333333333333,0.203197696446162,0.1249999999999999,0
46,1,1,0,2,1,32.0,8,1,0,3,78,186,0,3,,3.0,1.5,0,1,1,2.6,0.593134803364401,0.0,0
39,1,3,1,5,0,24.9,8,15,0,1,35,59,1,2,2.5,3.0,1.0,1,1,1,1.1666666666666667,0.2268545881639766,0.0437499999999999,0
38,0,3,0,2,1,32.0,2,12,0,1,14,13,2,1,3.5,1.5,3.5,1,1,1,0.4666666666666667,0.0737137228157914,0.0625,0
40,1,0,1,2,2,49.9,3,14,0,0,51,56,3,2,4.0,,,1,0,0,1.7,0.2824126695461089,0.0687499999999999,0
48,1,1,1,1,0,24.9,24,11,0,0,9,35,1,3,2.0,1.5,,1,1,0,0.3,0.0901871637493369,0.0,0
18,2,4,1,4,0,24.9,8,5,0,0,37,112,1,2,4.0,,4.0,1,0,1,1.2333333333333334,0.3195423202242934,0.0,0
32,2,2,1,5,2,49.9,11,22,0,5,12,69,1,2,4.0,,,1,0,0,0.4,0.1561263923619004,0.0687499999999999,0
28,0,0,1,2,2,49.9,7,12,0,0,86,101,3,2,4.0,,2.0,1,0,1,2.8666666666666667,0.4867772978707282,0.0312499999999999,0
27,4,0,1,2,2,49.9,9,39,0,2,0,141,1,3,4.5,,2.0,1,0,1,0.0,0.2265060240963855,0.1874999999999999,1
18,1,3,1,3,1,38.0,3,51,0,1,0,17,3,0,2.0,,1.5,1,0,1,0.0,0.0273092369477911,0.3,1
18,0,1,1,5,0,24.9,39,20,0,1,46,147,1,5,,3.5,1.0,0,1,1,1.5333333333333334,0.4097294839736304,0.0,0
46,0,3,0,2,2,38.0,48,26,0,2,8,92,0,3,4.0,,4.5,1,0,1,0.2666666666666666,0.1779798439039175,0.0,0
42,0,4,0,2,1,32.0,8,29,0,0,12,93,1,0,4.0,5.0,3.0,1,1,1,0.4,0.1946806092293703,0.13125,0
37,4,3,0,2,2,38.0,48,42,0,0,0,73,0,1,4.0,,,1,0,0,0.0,0.1172690763052208,0.0,1
44,3,4,1,4,0,24.9,9,27,0,2,5,92,3,5,4.0,,5.0,1,0,1,0.1666666666666666,0.1666590891869364,0.1124999999999999,0
44,1,4,1,2,0,24.9,14,19,0,0,79,24,0,1,4.0,,1.0,1,0,1,2.6333333333333333,0.3366674244146397,0.0312499999999999,0
19,0,3,1,5,0,24.9,45,8,0,1,43,38,1,1,,3.5,4.0,0,1,1,1.4333333333333331,0.2233083276502235,0.0,0
48,1,3,1,5,0,24.9,4,112,0,0,0,46,2,5,2.0,,4.5,1,0,1,0.0,0.0738955823293172,0.6749999999999999,1
24,4,0,1,2,0,24.9,0,1,0,1,72,108,2,1,,5.0,2.0,0,1,1,2.4,0.4451920891111616,0.0062499999999999,0
31,1,3,0,2,1,32.0,3,37,0,3,0,11,1,4,2.0,,3.5,1,0,1,0.0,0.0176706827309236,0.2125,1
50,0,1,1,2,0,24.9,5,13,0,1,72,84,2,5,,5.0,,0,1,0,2.4,0.4066378722436917,0.05,0
44,1,3,1,2,0,24.9,11,4,0,2,105,62,3,0,,,2.5,0,0,1,3.5,0.4958248086686367,0.0,0
46,1,3,1,3,0,24.9,11,56,0,2,0,20,3,1,2.0,,1.5,1,0,1,0.0,0.0321285140562249,0.28125,1
28,1,3,1,2,0,24.9,5,27,0,4,18,83,3,0,4.0,4.0,4.0,1,1,1,0.6,0.2012578616352201,0.1374999999999999,0
55,1,3,1,5,0,24.9,48,93,0,2,0,38,1,0,,,4.0,0,0,1,0.0,0.0610441767068273,0.28125,1
62,0,3,1,1,0,24.9,5,34,0,0,0,5,3,1,2.5,,1.5,1,0,1,0.0,0.0080321285140562,0.1812499999999999,0
30,4,3,0,2,2,38.0,48,40,0,0,0,33,3,1,4.5,,4.5,1,0,1,0.0,0.053012048192771,0.0,1
27,1,4,1,0,0,24.9,12,37,0,1,0,83,2,4,3.5,,2.0,1,0,1,0.0,0.1333333333333333,0.15625,1
38,1,3,0,2,1,32.0,22,15,0,1,65,74,3,2,5.0,,2.0,1,0,1,2.1666666666666665,0.3641585208759567,0.0,0
25,0,3,0,2,2,38.0,34,31,0,0,0,44,1,2,2.5,,5.0,1,0,1,0.0,0.0706827309236947,0.0,0
33,4,1,1,4,0,24.9,8,30,0,0,10,43,2,1,,5.0,3.5,0,1,1,0.3333333333333333,0.1068121542774873,0.1374999999999999,0
40,2,3,0,2,2,38.0,6,12,0,0,17,68,1,5,,,2.5,0,0,1,0.5666666666666667,0.173387891187391,0.0375,0
50,1,4,1,2,0,24.9,0,0,0,1,46,59,1,4,,4.5,3.0,0,1,1,1.5333333333333334,0.2683640221262408,0.0,0
49,0,3,1,4,1,38.0,10,31,0,1,0,154,3,5,,,4.0,0,0,1,0.0,0.2473895582329317,0.13125,0
37,1,0,1,2,2,49.9,20,7,1,2,63,121,3,4,2.5,,1.0,1,0,1,2.1,0.4321133590967644,0.0,0
30,0,2,1,2,2,49.9,7,13,0,0,76,26,2,5,4.5,4.0,5.0,1,1,1,2.533333333333333,0.328559521103281,0.0375,0
40,0,0,1,2,2,49.9,3,9,0,1,76,111,1,1,,5.0,3.0,0,1,1,2.533333333333333,0.4651057058422368,0.0375,0
35,1,4,1,3,0,24.9,9,66,0,1,0,15,0,2,,,2.0,0,0,1,0.0,0.0240963855421686,0.3562499999999999,1
24,1,0,0,2,2,38.0,16,3,0,0,63,141,0,5,4.0,5.0,3.0,1,1,1,2.1,0.4642418731529893,0.0,0
37,1,1,1,2,0,24.9,17,19,0,3,13,23,1,5,,2.0,4.0,0,1,1,0.4333333333333333,0.0860043949382435,0.0124999999999999,0
44,2,3,0,2,1,32.0,39,17,0,3,20,132,0,2,,,2.5,0,0,1,0.6666666666666666,0.2875198908842919,0.0,0
54,4,3,1,5,0,24.9,48,20,0,0,47,75,2,5,4.5,,5.0,1,0,1,1.5666666666666669,0.2978404182768811,0.0,0
58,1,3,0,2,1,32.0,3,71,0,2,0,14,3,2,2.0,,1.5,1,0,1,0.0,0.0224899598393574,0.4249999999999999,1
33,1,0,1,5,0,24.9,5,8,0,1,54,78,0,5,,,,0,0,0,1.8,0.3290747897249375,0.0187499999999999,0
38,1,3,1,3,0,24.9,29,76,0,0,0,40,1,1,2.0,,2.0,1,0,1,0.0,0.0642570281124498,0.2937499999999999,1
48,0,0,1,3,0,24.9,13,14,0,0,23,19,2,1,,3.0,4.5,0,1,1,0.7666666666666667,0.1173145411836023,0.00625,0
25,0,3,0,2,1,32.0,31,54,0,1,0,19,0,5,,,4.0,0,0,1,0.0,0.0305220883534136,0.1437499999999999,1
18,0,3,1,3,0,24.9,3,12,0,1,79,111,3,2,,,2.5,0,0,1,2.6333333333333333,0.476426460559218,0.0562499999999999,0
18,1,3,0,2,2,38.0,9,29,0,3,11,135,1,5,4.0,4.0,4.5,1,1,1,0.3666666666666666,0.2583769038417822,0.125,0
18,1,3,1,2,0,24.9,10,3,0,1,45,44,0,0,3.5,4.5,,1,1,0,1.5,0.2404940516784117,0.0,0
39,0,1,0,2,1,32.0,13,46,0,1,0,18,1,2,,,2.5,0,0,1,0.0,0.0289156626506024,0.20625,1
18,2,0,0,2,2,38.0,17,39,0,0,0,77,0,1,,,,0,0,0,0.0,0.1236947791164658,0.1374999999999999,1
22,1,2,1,5,1,38.0,8,6,0,2,73,110,3,5,,,5.0,0,0,1,2.433333333333333,0.4521785254224445,0.0,0
41,0,3,0,2,2,38.0,15,10,0,1,62,94,2,1,4.0,,3.0,1,0,1,2.066666666666667,0.3849662802152004,0.0,0
35,0,3,1,2,1,38.0,12,6,0,0,33,155,2,2,4.0,3.0,,1,1,0,1.1,0.3735242858225354,0.0,0
51,1,4,1,3,0,24.9,35,17,0,1,0,115,1,3,,3.0,2.5,0,1,1,0.0,0.1847389558232932,0.0,0
27,0,1,1,1,0,24.9,8,12,0,1,74,77,3,5,,5.0,,0,1,0,2.466666666666667,0.4029400621353338,0.025,0
31,4,3,0,2,2,38.0,10,43,0,1,0,78,1,5,1.5,,2.5,1,0,1,0.0,0.1253012048192771,0.20625,1
54,1,3,1,2,2,49.9,33,12,0,0,76,122,2,2,4.0,,5.0,1,0,1,2.533333333333333,0.4827763885731606,0.0,0
18,1,1,0,2,2,38.0,4,34,0,0,0,45,1,2,4.0,,4.5,1,0,1,0.0,0.072289156626506,0.1874999999999999,0
43,0,3,0,2,1,32.0,20,13,0,3,0,31,0,3,,2.0,,0,1,0,0.0,0.0497991967871485,0.0,0
31,4,4,0,2,2,38.0,3,25,0,1,13,101,0,0,3.0,4.5,4.5,1,1,1,0.4333333333333333,0.2113055997575206,0.1375,0
25,1,3,1,2,0,24.9,13,14,0,2,62,11,3,2,,,1.5,0,0,1,2.066666666666667,0.2516329468818671,0.00625,0
57,4,1,1,2,1,38.0,3,29,0,0,10,133,1,2,4.0,4.5,1.5,1,1,1,0.3333333333333333,0.2513904675304994,0.1625,0
35,1,0,0,2,2,38.0,9,111,0,1,0,47,1,5,3.0,,,1,0,0,0.0,0.0755020080321285,0.6375,1
41,3,2,1,3,2,49.9,4,13,1,0,59,126,3,1,4.5,3.0,2.0,1,1,1,1.9666666666666663,0.4250511479881791,0.05625,0
25,1,1,1,3,0,24.9,1,12,0,1,29,24,3,1,,1.5,2.5,0,1,1,0.9666666666666668,0.1479881791316208,0.0687499999999999,0
47,0,3,1,2,0,24.9,7,45,0,3,0,39,3,2,,,,0,0,0,0.0,0.0626506024096385,0.2375,1
44,0,3,0,2,1,32.0,11,31,0,1,0,65,3,5,,,,0,0,0,0.0,0.1044176706827309,0.125,0
28,1,3,0,2,1,32.0,4,29,0,1,9,57,1,5,4.0,,5.0,1,0,1,0.3,0.1255285292111843,0.15625,0
49,4,1,1,1,0,24.9,12,17,0,2,106,151,0,1,,,,0,0,0,3.533333333333333,0.642570281124498,0.0312499999999999,0
34,0,1,1,2,2,49.9,7,21,0,1,8,124,1,3,,,3.0,0,0,1,0.2666666666666666,0.2293854663938773,0.0874999999999999,0
39,0,4,0,2,1,32.0,13,13,1,1,49,83,3,2,,,4.0,0,0,1,1.6333333333333333,0.3182389937106918,1.3877787807814457e-17,0
32,1,4,1,5,1,38.0,2,8,0,0,61,136,3,0,4.0,,2.5,1,0,1,2.033333333333333,0.4486625748276123,0.0375,0
39,1,4,1,4,2,49.9,1,10,1,1,27,73,1,0,,5.0,4.5,0,1,1,0.9,0.219155868758051,0.05625,0
32,1,1,1,5,1,38.0,32,11,0,1,80,175,1,5,,,3.5,0,0,1,2.6666666666666665,0.583011290444798,0.0,0
45,1,4,1,5,0,24.9,24,20,0,1,71,108,0,2,,,5.0,0,0,1,2.3666666666666667,0.4414185042055012,0.0,0
46,0,1,1,2,0,24.9,3,21,0,0,6,102,3,0,4.5,,4.5,1,0,1,0.2,0.1864969311207092,0.1124999999999999,0
41,1,3,1,1,0,24.9,6,40,0,1,0,60,0,5,,,3.5,0,0,1,0.0,0.0963855421686747,0.2125,1
25,1,1,1,3,0,24.9,8,56,0,1,0,40,1,0,2.0,,,1,0,0,0.0,0.0642570281124498,0.3,1
25,1,3,1,2,0,24.9,4,90,0,0,0,18,1,1,2.0,,2.5,1,0,1,0.0,0.0289156626506024,0.5375,1
38,1,3,1,2,1,38.0,2,16,0,2,24,60,1,2,3.0,,2.0,1,0,1,0.8,0.1869515799045237,0.0875,0
34,0,0,1,1,0,24.9,21,41,0,1,0,69,1,5,,,3.5,0,0,1,0.0,0.1108433734939759,0.1249999999999999,1
26,1,3,1,4,1,38.0,4,36,0,0,0,26,1,5,,,4.5,0,0,1,0.0,0.0417670682730923,0.2,1
40,2,3,0,2,2,38.0,15,49,0,1,0,37,1,3,,,4.0,0,0,1,0.0,0.059437751004016,0.2124999999999999,1
48,1,3,0,2,2,38.0,7,14,0,2,93,88,3,5,4.0,,4.0,1,0,1,3.1,0.4923088580738046,0.0437499999999999,0
19,1,3,1,1,0,24.9,8,3,0,0,76,174,2,5,3.0,4.0,2.0,1,1,1,2.533333333333333,0.5663105251193453,0.0,0
49,0,3,1,4,1,38.0,7,43,0,0,0,142,3,2,4.0,,3.5,1,0,1,0.0,0.2281124497991968,0.2249999999999999,1
34,0,0,0,2,2,38.0,4,32,0,3,0,151,1,2,4.0,,3.0,1,0,1,0.0,0.242570281124498,0.175,0
41,2,4,1,3,0,24.9,3,50,0,3,0,92,3,0,4.0,,4.0,1,0,1,0.0,0.1477911646586345,0.29375,1
55,0,4,0,2,2,38.0,1,29,1,0,16,62,2,2,,5.0,4.0,0,1,1,0.5333333333333333,0.1599757520648632,0.175,0
50,4,1,1,2,1,38.0,4,10,0,0,45,83,1,2,4.0,,,1,0,0,1.5,0.3031446540880503,0.0375,0
43,0,0,1,2,0,24.9,7,22,0,2,7,82,0,1,4.5,3.0,5.0,1,1,1,0.2333333333333333,0.1581420019701447,0.0937499999999999,0
18,1,3,1,2,0,24.9,3,35,0,0,0,109,3,2,5.0,,4.0,1,0,1,0.0,0.1751004016064257,0.2,1
47,4,3,1,1,1,38.0,8,31,0,2,0,25,3,1,,,,0,0,0,0.0,0.0401606425702811,0.14375,0
60,1,1,1,5,1,38.0,1,12,0,3,25,37,1,3,,1.0,,0,1,0,0.8333333333333334,0.1537773736455255,0.0687499999999999,0
48,0,1,1,2,0,24.9,23,67,0,2,0,56,1,5,2.0,,5.0,1,0,1,0.0,0.0899598393574297,0.2749999999999999,1
34,0,4,1,5,0,24.9,13,19,0,0,99,79,2,0,,5.0,1.0,0,1,1,3.3,0.5004925361824657,0.0375,0
31,0,3,0,2,2,38.0,2,25,0,0,7,45,0,5,4.5,5.0,4.5,1,1,1,0.2333333333333333,0.0987042509661286,0.14375,0
33,0,4,1,3,0,24.9,0,1,0,2,46,60,2,2,,4.0,,0,1,0,1.5333333333333334,0.269970447829052,0.0062499999999999,0
