clienteId,idade,genero,regiao,planoAssinatura,valorMensal,tipoContrato,tempoMedioSessaoMin,diasUltimoAcesso,avaliacaoConteudoUltimoMes,visualizacoesMes
1897fb04,19,Feminino,Norte,padrao,49.9,MENSAL,7,45,1,4
afa8e18b,36,Masculino,Centro-Oeste,padrao,79.9,ANUAL,108,1,4,94
61032d2f,53,Feminino,Sudeste,padrao,79.9,ANUAL,112,1,5,26
16df0ab4,22,Masculino,Sudeste,padrao,49.9,MENSAL,12,18,3,12
3d49516b,63,Feminino,Sul,basico,49.9,MENSAL,4,41,1,3
b625ec2c,44,Feminino,Sul,premium,79.9,ANUAL,52,0,5,74
c670c0eb,30,Masculino,Sul,padrao,29.9,ANUAL,21,17,2,10
ada3b728,58,Feminino,Norte,basico,49.9,MENSAL,27,8,3,9
b8981b68,59,Masculino,Norte,padrao,49.9,ANUAL,29,17,3,12
760fd9b0,38,Masculino,Sudeste,padrao,79.9,ANUAL,90,3,4,98
76cf68eb,29,Masculino,Norte,padrao,29.9,MENSAL,1,27,1,5
6ea177da,18,Feminino,Nordeste,premium,79.9,ANUAL,46,1,4,27
acd43a18,56,Masculino,Nordeste,basico,29.9,MENSAL,6,16,1,0
1eaa3d24,45,Feminino,Centro-Oeste,premium,79.9,ANUAL,19,17,2,15
6499278b,27,Feminino,Norte,premium,29.9,ANUAL,13,19,2,6
33670632,51,Masculino,Nordeste,basico,49.9,MENSAL,6,22,1,5
97155eff,56,Feminino,Centro-Oeste,premium,29.9,MENSAL,28,19,2,7
46143f7f,23,Masculino,Nordeste,basico,49.9,MENSAL,0,43,1,3
bc94ccb5,53,Feminino,Sudeste,padrao,49.9,ANUAL,104,1,4,64
1b6c1bd6,50,Masculino,Sul,premium,79.9,ANUAL,78,1,5,58
57316aa7,59,Feminino,Nordeste,premium,79.9,ANUAL,51,1,4,31
1657b9a0,31,Feminino,Sul,padrao,49.9,ANUAL,95,0,4,78
6712fbfd,28,Masculino,Sudeste,premium,79.9,MENSAL,16,16,3,12
3fe99e4d,51,Feminino,Nordeste,padrao,49.9,MENSAL,5,42,1,5
71ed2d1e,59,Feminino,Sul,padrao,49.9,ANUAL,72,3,4,85
87eec346,35,Masculino,Sul,premium,49.9,MENSAL,19,15,2,9
7e32b630,48,Masculino,Centro-Oeste,basico,79.9,ANUAL,25,18,3,12
eb14d863,37,Masculino,Centro-Oeste,padrao,79.9,ANUAL,103,0,4,94
56b3a86c,29,Feminino,Nordeste,padrao,49.9,ANUAL,104,3,4,76
0918c01e,25,Masculino,Sul,basico,49.9,MENSAL,22,7,3,10
651cb15e,42,Feminino,Nordeste,premium,79.9,ANUAL,81,3,4,21
2be1e86a,67,Masculino,Nordeste,basico,49.9,MENSAL,7,36,1,5
8d6ac2bb,32,Feminino,Centro-Oeste,premium,79.9,ANUAL,83,3,4,28
67e870e3,63,Masculino,Nordeste,padrao,49.9,ANUAL,101,0,4,74
82c8ebd7,48,Masculino,Sudeste,premium,29.9,ANUAL,10,12,3,12
579414f3,35,Feminino,Norte,premium,49.9,ANUAL,46,1,5,37
7137f3f9,25,Masculino,Norte,basico,49.9,ANUAL,11,10,3,7
2d7ebefb,36,Feminino,Sudeste,basico,29.9,MENSAL,10,32,1,1
53da233e,68,Feminino,Centro-Oeste,premium,79.9,ANUAL,93,0,4,60
ee195a87,43,Masculino,Nordeste,premium,79.9,ANUAL,107,3,5,60
22a1a32b,61,Masculino,Sudeste,padrao,79.9,ANUAL,105,2,5,77
cebd986b,49,Masculino,Sul,padrao,49.9,ANUAL,100,3,5,22
546daa18,59,Masculino,Centro-Oeste,basico,49.9,MENSAL,1,43,1,4
67e4371d,22,Masculino,Centro-Oeste,padrao,49.9,MENSAL,2,23,1,3
68fc8d50,27,Masculino,Sul,padrao,29.9,MENSAL,5,58,1,3
5c8b757d,68,Masculino,Norte,padrao,79.9,ANUAL,54,2,5,34
6d6291b1,36,Masculino,Sudeste,padrao,49.9,MENSAL,8,50,1,1
43dd0711,44,Feminino,Centro-Oeste,premium,79.9,ANUAL,102,3,5,100
f4c31af8,68,Masculino,Centro-Oeste,padrao,79.9,ANUAL,82,1,4,47
8938e2bc,31,Feminino,Norte,premium,49.9,MENSAL,23,18,2,12
9c64709a,26,Feminino,Norte,padrao,29.9,MENSAL,17,19,2,11
782e6c58,65,Masculino,Sudeste,premium,49.9,ANUAL,119,2,5,52
b792ec40,52,Masculino,Sul,padrao,29.9,MENSAL,4,54,1,5
3f32cdbb,63,Masculino,Sul,premium,29.9,MENSAL,11,20,2,12
a22ef4d7,58,Feminino,Centro-Oeste,padrao,29.9,MENSAL,7,34,1,3
8adb31a4,21,Feminino,Norte,padrao,49.9,ANUAL,27,17,2,15
c5667273,55,Feminino,Norte,basico,29.9,MENSAL,27,18,3,11
b581c01c,60,Feminino,Sul,padrao,49.9,MENSAL,9,59,1,3
08c0325b,27,Feminino,Nordeste,basico,49.9,MENSAL,10,16,2,10
c832a7e3,54,Masculino,Centro-Oeste,basico,49.9,ANUAL,29,18,2,15
5d4e668c,19,Masculino,Centro-Oeste,padrao,79.9,ANUAL,54,3,4,30
5958c515,59,Masculino,Sul,padrao,49.9,ANUAL,46,1,5,74
e042373f,59,Masculino,Sul,padrao,79.9,ANUAL,85,0,5,47
6cc981ec,58,Feminino,Sul,padrao,29.9,MENSAL,3,52,1,2
d6ee382c,55,Masculino,Norte,basico,29.9,MENSAL,3,15,1,2
defdcc6e,31,Feminino,Sul,premium,49.9,ANUAL,117,1,5,32
04a8f19f,55,Masculino,Nordeste,padrao,49.9,ANUAL,95,3,5,67
c58842c2,52,Masculino,Nordeste,padrao,49.9,MENSAL,15,10,2,15
8008f5be,38,Feminino,Centro-Oeste,premium,49.9,ANUAL,56,3,4,53
dbe2b434,46,Feminino,Sul,basico,29.9,MENSAL,8,15,1,0
efae5678,20,Feminino,Sul,padrao,29.9,ANUAL,14,15,3,7
79a20a09,29,Masculino,Norte,basico,79.9,MENSAL,23,9,2,7
9362ae95,21,Feminino,Nordeste,basico,29.9,MENSAL,3,54,1,4
0feb3cf0,49,Feminino,Nordeste,basico,49.9,MENSAL,10,39,1,4
9574f715,32,Feminino,Sudeste,padrao,49.9,ANUAL,86,2,5,42
2e73ba97,23,Masculino,Centro-Oeste,padrao,79.9,ANUAL,96,3,5,48
9fa4a303,27,Feminino,Sul,padrao,49.9,ANUAL,87,2,5,79
fdfe59be,41,Feminino,Norte,premium,79.9,ANUAL,25,17,2,11
cc1aa6e9,56,Masculino,Nordeste,padrao,79.9,ANUAL,28,9,3,10
80008dd6,56,Masculino,Norte,padrao,29.9,MENSAL,7,51,1,3
266176ea,42,Feminino,Sul,padrao,49.9,MENSAL,9,23,1,3
276b8cf4,37,Masculino,Norte,basico,49.9,MENSAL,1,54,1,2
2db929e8,62,Feminino,Nordeste,padrao,49.9,MENSAL,3,46,1,2
2e0fd3d4,37,Masculino,Centro-Oeste,basico,29.9,ANUAL,25,19,3,14
06dd2dfb,55,Masculino,Norte,padrao,29.9,MENSAL,24,19,2,5
8d892680,68,Feminino,Sudeste,basico,29.9,MENSAL,0,30,1,2
2a708486,19,Feminino,Sul,padrao,49.9,ANUAL,69,3,4,47
5df8ea50,68,Masculino,Norte,basico,29.9,MENSAL,9,50,1,2
03dcdc55,30,Masculino,Norte,premium,49.9,ANUAL,94,0,4,91
d227450a,70,Feminino,Centro-Oeste,premium,49.9,ANUAL,83,3,5,59
c005408f,29,Masculino,Sudeste,padrao,49.9,ANUAL,67,3,4,48
c67d5e58,62,Feminino,Nordeste,premium,79.9,ANUAL,105,3,5,81
9047fa15,21,Feminino,Sul,basico,49.9,MENSAL,7,15,1,1
3ab1f962,54,Masculino,Centro-Oeste,basico,49.9,MENSAL,9,47,1,1
6edc74bb,25,Masculino,Nordeste,padrao,49.9,MENSAL,9,60,1,3
1f32a0b0,31,Feminino,Sudeste,premium,79.9,ANUAL,96,2,5,67
276ffc01,20,Masculino,Nordeste,premium,49.9,ANUAL,13,20,3,7
1e80228a,35,Masculino,Centro-Oeste,premium,49.9,ANUAL,109,3,4,66
cf7356c2,30,Masculino,Sul,basico,49.9,ANUAL,18,19,3,8
94fe5e9d,61,Masculino,Norte,premium,29.9,MENSAL,12,14,3,10
35faa784,19,Feminino,Norte,padrao,49.9,MENSAL,7,45,1,4
cbe2d2b3,36,Masculino,Centro-Oeste,padrao,79.9,ANUAL,108,1,4,94
3aa82e7f,53,Feminino,Sudeste,padrao,79.9,ANUAL,112,1,5,26
cd6f5afb,22,Masculino,Sudeste,padrao,49.9,MENSAL,12,18,3,12
98b0365c,63,Feminino,Sul,basico,49.9,MENSAL,4,41,1,3
824ce5a7,44,Feminino,Sul,premium,79.9,ANUAL,52,0,5,74
b1eebcde,30,Masculino,Sul,padrao,29.9,ANUAL,21,17,2,10
f5394918,58,Feminino,Norte,basico,49.9,MENSAL,27,8,3,9
276eb39f,59,Masculino,Norte,padrao,49.9,ANUAL,29,17,3,12
992bc379,38,Masculino,Sudeste,padrao,79.9,ANUAL,90,3,4,98
428560a9,29,Masculino,Norte,padrao,29.9,MENSAL,1,27,1,5
c3da8a7f,18,Feminino,Nordeste,premium,79.9,ANUAL,46,1,4,27
cd042e99,56,Masculino,Nordeste,basico,29.9,MENSAL,6,16,1,0
f75cf988,45,Feminino,Centro-Oeste,premium,79.9,ANUAL,19,17,2,15
8f51d18f,27,Feminino,Norte,premium,29.9,ANUAL,13,19,2,6
bae8686c,51,Masculino,Nordeste,basico,49.9,MENSAL,6,22,1,5
bd878bd3,56,Feminino,Centro-Oeste,premium,29.9,MENSAL,28,19,2,7
1aaa2f13,23,Masculino,Nordeste,basico,49.9,MENSAL,0,43,1,3
b7035e90,53,Feminino,Sudeste,padrao,49.9,ANUAL,104,1,4,64
9b2a350d,50,Masculino,Sul,premium,79.9,ANUAL,78,1,5,58
e38d8f23,59,Feminino,Nordeste,premium,79.9,ANUAL,51,1,4,31
1a6185e2,31,Feminino,Sul,padrao,49.9,ANUAL,95,0,4,78
d75e34e5,28,Masculino,Sudeste,premium,79.9,MENSAL,16,16,3,12
692ea33f,51,Feminino,Nordeste,padrao,49.9,MENSAL,5,42,1,5
b00347b4,59,Feminino,Sul,padrao,49.9,ANUAL,72,3,4,85
faf7ad4a,35,Masculino,Sul,premium,49.9,MENSAL,19,15,2,9
280bdd66,48,Masculino,Centro-Oeste,basico,79.9,ANUAL,25,18,3,12
c7be97f5,37,Masculino,Centro-Oeste,padrao,79.9,ANUAL,103,0,4,94
60f4673e,29,Feminino,Nordeste,padrao,49.9,ANUAL,104,3,4,76
6d0b6615,25,Masculino,Sul,basico,49.9,MENSAL,22,7,3,10
b7151e61,42,Feminino,Nordeste,premium,79.9,ANUAL,81,3,4,21
72f26711,67,Masculino,Nordeste,basico,49.9,MENSAL,7,36,1,5
93244cfb,32,Feminino,Centro-Oeste,premium,79.9,ANUAL,83,3,4,28
08417c21,63,Masculino,Nordeste,padrao,49.9,ANUAL,101,0,4,74
43fd3f95,48,Masculino,Sudeste,premium,29.9,ANUAL,10,12,3,12
df4a1ea9,35,Feminino,Norte,premium,49.9,ANUAL,46,1,5,37
043f689e,25,Masculino,Norte,basico,49.9,ANUAL,11,10,3,7
b3fff220,36,Feminino,Sudeste,basico,29.9,MENSAL,10,32,1,1
72786c4e,68,Feminino,Centro-Oeste,premium,79.9,ANUAL,93,0,4,60
db03ba5c,43,Masculino,Nordeste,premium,79.9,ANUAL,107,3,5,60
0ff24220,61,Masculino,Sudeste,padrao,79.9,ANUAL,105,2,5,77
a5dcbccc,49,Masculino,Sul,padrao,49.9,ANUAL,100,3,5,22
a69c7c29,59,Masculino,Centro-Oeste,basico,49.9,MENSAL,1,43,1,4
c1573761,22,Masculino,Centro-Oeste,padrao,49.9,MENSAL,2,23,1,3
3b1aebf3,27,Masculino,Sul,padrao,29.9,MENSAL,5,58,1,3
d83d6a27,68,Masculino,Norte,padrao,79.9,ANUAL,54,2,5,34
93a636ff,36,Masculino,Sudeste,padrao,49.9,MENSAL,8,50,1,1
fc4ebd78,44,Feminino,Centro-Oeste,premium,79.9,ANUAL,102,3,5,100
724b18f6,68,Masculino,Centro-Oeste,padrao,79.9,ANUAL,82,1,4,47
5c517b31,31,Feminino,Norte,premium,49.9,MENSAL,23,18,2,12
1800cff5,26,Feminino,Norte,padrao,29.9,MENSAL,17,19,2,11
473f7c3b,65,Masculino,Sudeste,premium,49.9,ANUAL,119,2,5,52
0e842158,52,Masculino,Sul,padrao,29.9,MENSAL,4,54,1,5
a9039a46,63,Masculino,Sul,premium,29.9,MENSAL,11,20,2,12
ef6a3b8a,58,Feminino,Centro-Oeste,padrao,29.9,MENSAL,7,34,1,3
53b48178,21,Feminino,Norte,padrao,49.9,ANUAL,27,17,2,15
77e2fa78,55,Feminino,Norte,basico,29.9,MENSAL,27,18,3,11
8deb19ba,60,Feminino,Sul,padrao,49.9,MENSAL,9,59,1,3
61e6f8f0,27,Feminino,Nordeste,basico,49.9,MENSAL,10,16,2,10
102425b0,54,Masculino,Centro-Oeste,basico,49.9,ANUAL,29,18,2,15
e6d2145e,19,Masculino,Centro-Oeste,padrao,79.9,ANUAL,54,3,4,30
a7bae2eb,59,Masculino,Sul,padrao,49.9,ANUAL,46,1,5,74
0ef71b2f,59,Masculino,Sul,padrao,79.9,ANUAL,85,0,5,47
7c4dfc71,58,Feminino,Sul,padrao,29.9,MENSAL,3,52,1,2
d7dbd9b3,55,Masculino,Norte,basico,29.9,MENSAL,3,15,1,2
e5e95836,31,Feminino,Sul,premium,49.9,ANUAL,117,1,5,32
e25e9113,55,Masculino,Nordeste,padrao,49.9,ANUAL,95,3,5,67
2cd0142a,52,Masculino,Nordeste,padrao,49.9,MENSAL,15,10,2,15
088b7e63,38,Feminino,Centro-Oeste,premium,49.9,ANUAL,56,3,4,53
2ff7754a,46,Feminino,Sul,basico,29.9,MENSAL,8,15,1,0
8b77e891,20,Feminino,Sul,padrao,29.9,ANUAL,14,15,3,7
4126de21,29,Masculino,Norte,basico,79.9,MENSAL,23,9,2,7
c666ce38,21,Feminino,Nordeste,basico,29.9,MENSAL,3,54,1,4
e64c9f77,49,Feminino,Nordeste,basico,49.9,MENSAL,10,39,1,4
74c04be6,32,Feminino,Sudeste,padrao,49.9,ANUAL,86,2,5,42
7a9f3206,23,Masculino,Centro-Oeste,padrao,79.9,ANUAL,96,3,5,48
d0b95d25,27,Feminino,Sul,padrao,49.9,ANUAL,87,2,5,79
5d51703c,41,Feminino,Norte,premium,79.9,ANUAL,25,17,2,11
2e890b39,56,Masculino,Nordeste,padrao,79.9,ANUAL,28,9,3,10
4f435cd8,56,Masculino,Norte,padrao,29.9,MENSAL,7,51,1,3
2edb6a2e,42,Feminino,Sul,padrao,49.9,MENSAL,9,23,1,3
51ff58ad,37,Masculino,Norte,basico,49.9,MENSAL,1,54,1,2
23534704,62,Feminino,Nordeste,padrao,49.9,MENSAL,3,46,1,2
63eabf48,37,Masculino,Centro-Oeste,basico,29.9,ANUAL,25,19,3,14
4e407080,55,Masculino,Norte,padrao,29.9,MENSAL,24,19,2,5
b0164a77,68,Feminino,Sudeste,basico,29.9,MENSAL,0,30,1,2
71fcb88c,19,Feminino,Sul,padrao,49.9,ANUAL,69,3,4,47
e753172f,68,Masculino,Norte,basico,29.9,MENSAL,9,50,1,2
f70cf303,30,Masculino,Norte,premium,49.9,ANUAL,94,0,4,91
8dbad062,70,Feminino,Centro-Oeste,premium,49.9,ANUAL,83,3,5,59
18587712,29,Masculino,Sudeste,padrao,49.9,ANUAL,67,3,4,48
6bac33cc,62,Feminino,Nordeste,premium,79.9,ANUAL,105,3,5,81
f09795c6,21,Feminino,Sul,basico,49.9,MENSAL,7,15,1,1
73761f5e,54,Masculino,Centro-Oeste,basico,49.9,MENSAL,9,47,1,1
2f600615,25,Masculino,Nordeste,padrao,49.9,MENSAL,9,60,1,3
8356ac53,31,Feminino,Sudeste,premium,79.9,ANUAL,96,2,5,67
f9fd45ea,20,Masculino,Nordeste,premium,49.9,ANUAL,13,20,3,7
10498c27,35,Masculino,Centro-Oeste,premium,49.9,ANUAL,109,3,4,66
48d19776,30,Masculino,Sul,basico,49.9,ANUAL,18,19,3,8
8a047845,61,Masculino,Norte,premium,29.9,MENSAL,12,14,3,10
33fa36d9,19,Feminino,Norte,padrao,49.9,MENSAL,7,45,1,4
0990d351,36,Masculino,Centro-Oeste,padrao,79.9,ANUAL,108,1,4,94
f1f56466,53,Feminino,Sudeste,padrao,79.9,ANUAL,112,1,5,26
5e11b8f8,22,Masculino,Sudeste,padrao,49.9,MENSAL,12,18,3,12
6c674af8,63,Feminino,Sul,basico,49.9,MENSAL,4,41,1,3
f5569278,44,Feminino,Sul,premium,79.9,ANUAL,52,0,5,74
5bc4365a,30,Masculino,Sul,padrao,29.9,ANUAL,21,17,2,10
81dea7fe,58,Feminino,Norte,basico,49.9,MENSAL,27,8,3,9
48184426,59,Masculino,Norte,padrao,49.9,ANUAL,29,17,3,12
f7c025e9,38,Masculino,Sudeste,padrao,79.9,ANUAL,90,3,4,98
332f6f46,29,Masculino,Norte,padrao,29.9,MENSAL,1,27,1,5
f59b9400,18,Feminino,Nordeste,premium,79.9,ANUAL,46,1,4,27
9f381b38,56,Masculino,Nordeste,basico,29.9,MENSAL,6,16,1,0
2e52312c,45,Feminino,Centro-Oeste,premium,79.9,ANUAL,19,17,2,15
1730d567,27,Feminino,Norte,premium,29.9,ANUAL,13,19,2,6
a6bfeecb,51,Masculino,Nordeste,basico,49.9,MENSAL,6,22,1,5
561018c6,56,Feminino,Centro-Oeste,premium,29.9,MENSAL,28,19,2,7
4285d328,23,Masculino,Nordeste,basico,49.9,MENSAL,0,43,1,3
d0c91313,53,Feminino,Sudeste,padrao,49.9,ANUAL,104,1,4,64
4434f8aa,50,Masculino,Sul,premium,79.9,ANUAL,78,1,5,58
ab167c57,59,Feminino,Nordeste,premium,79.9,ANUAL,51,1,4,31
0115f9d1,31,Feminino,Sul,padrao,49.9,ANUAL,95,0,4,78
e4b6602b,28,Masculino,Sudeste,premium,79.9,MENSAL,16,16,3,12
b41582ae,51,Feminino,Nordeste,padrao,49.9,MENSAL,5,42,1,5
3040f37e,59,Feminino,Sul,padrao,49.9,ANUAL,72,3,4,85
e9e57669,35,Masculino,Sul,premium,49.9,MENSAL,19,15,2,9
974853bf,48,Masculino,Centro-Oeste,basico,79.9,ANUAL,25,18,3,12
79e47c3a,37,Masculino,Centro-Oeste,padrao,79.9,ANUAL,103,0,4,94
825942e3,29,Feminino,Nordeste,padrao,49.9,ANUAL,104,3,4,76
af155b1b,25,Masculino,Sul,basico,49.9,MENSAL,22,7,3,10
856b6379,42,Feminino,Nordeste,premium,79.9,ANUAL,81,3,4,21
d2936135,67,Masculino,Nordeste,basico,49.9,MENSAL,7,36,1,5
a46ce921,32,Feminino,Centro-Oeste,premium,79.9,ANUAL,83,3,4,28
bcd4cc16,63,Masculino,Nordeste,padrao,49.9,ANUAL,101,0,4,74
c2bee528,48,Masculino,Sudeste,premium,29.9,ANUAL,10,12,3,12
40a6262c,35,Feminino,Norte,premium,49.9,ANUAL,46,1,5,37
99d7b3df,25,Masculino,Norte,basico,49.9,ANUAL,11,10,3,7
7ec00712,36,Feminino,Sudeste,basico,29.9,MENSAL,10,32,1,1
78504b5a,68,Feminino,Centro-Oeste,premium,79.9,ANUAL,93,0,4,60
562684c5,43,Masculino,Nordeste,premium,79.9,ANUAL,107,3,5,60
7ce86e0d,61,Masculino,Sudeste,padrao,79.9,ANUAL,105,2,5,77
32370dd8,49,Masculino,Sul,padrao,49.9,ANUAL,100,3,5,22
4c33b509,59,Masculino,Centro-Oeste,basico,49.9,MENSAL,1,43,1,4
8cfc6b82,22,Masculino,Centro-Oeste,padrao,49.9,MENSAL,2,23,1,3
3327783d,27,Masculino,Sul,padrao,29.9,MENSAL,5,58,1,3
2b45db64,68,Masculino,Norte,padrao,79.9,ANUAL,54,2,5,34
e47ae69d,36,Masculino,Sudeste,padrao,49.9,MENSAL,8,50,1,1
51e93c65,44,Feminino,Centro-Oeste,premium,79.9,ANUAL,102,3,5,100
8a2dfaa7,68,Masculino,Centro-Oeste,padrao,79.9,ANUAL,82,1,4,47
7cf1973e,31,Feminino,Norte,premium,49.9,MENSAL,23,18,2,12
ec1c830b,26,Feminino,Norte,padrao,29.9,MENSAL,17,19,2,11
665098ad,65,Masculino,Sudeste,premium,49.9,ANUAL,119,2,5,52
dee4ae25,52,Masculino,Sul,padrao,29.9,MENSAL,4,54,1,5
832a1e52,63,Masculino,Sul,premium,29.9,MENSAL,11,20,2,12
aa59e00d,58,Feminino,Centro-Oeste,padrao,29.9,MENSAL,7,34,1,3
293e02a8,21,Feminino,Norte,padrao,49.9,ANUAL,27,17,2,15
d61011b4,55,Feminino,Norte,basico,29.9,MENSAL,27,18,3,11
b2d6ef40,60,Feminino,Sul,padrao,49.9,MENSAL,9,59,1,3
507e7a20,27,Feminino,Nordeste,basico,49.9,MENSAL,10,16,2,10
5545083c,54,Masculino,Centro-Oeste,basico,49.9,ANUAL,29,18,2,15
12a9e2ac,19,Masculino,Centro-Oeste,padrao,79.9,ANUAL,54,3,4,30
9bcb0f78,59,Masculino,Sul,padrao,49.9,ANUAL,46,1,5,74
220dabe7,59,Masculino,Sul,padrao,79.9,ANUAL,85,0,5,47
e5dd2f0b,58,Feminino,Sul,padrao,29.9,MENSAL,3,52,1,2
68b335b6,55,Masculino,Norte,basico,29.9,MENSAL,3,15,1,2
35282e52,31,Feminino,Sul,premium,49.9,ANUAL,117,1,5,32
e4e3daee,55,Masculino,Nordeste,padrao,49.9,ANUAL,95,3,5,67
c29b8235,52,Masculino,Nordeste,padrao,49.9,MENSAL,15,10,2,15
c7ab13d8,38,Feminino,Centro-Oeste,premium,49.9,ANUAL,56,3,4,53
32b35ede,46,Feminino,Sul,basico,29.9,MENSAL,8,15,1,0
9d63ec86,20,Feminino,Sul,padrao,29.9,ANUAL,14,15,3,7
cc7609eb,29,Masculino,Norte,basico,79.9,MENSAL,23,9,2,7
b3cf5726,21,Feminino,Nordeste,basico,29.9,MENSAL,3,54,1,4
0991c947,49,Feminino,Nordeste,basico,49.9,MENSAL,10,39,1,4
abd6e3c8,32,Feminino,Sudeste,padrao,49.9,ANUAL,86,2,5,42
35566351,23,Masculino,Centro-Oeste,padrao,79.9,ANUAL,96,3,5,48
037f87dc,27,Feminino,Sul,padrao,49.9,ANUAL,87,2,5,79
8ac48d22,41,Feminino,Norte,premium,79.9,ANUAL,25,17,2,11
9be01c43,56,Masculino,Nordeste,padrao,79.9,ANUAL,28,9,3,10
fdc97f43,56,Masculino,Norte,padrao,29.9,MENSAL,7,51,1,3
25908106,42,Feminino,Sul,padrao,49.9,MENSAL,9,23,1,3
31853674,37,Masculino,Norte,basico,49.9,MENSAL,1,54,1,2
ddbee4ef,62,Feminino,Nordeste,padrao,49.9,MENSAL,3,46,1,2
38556f83,37,Masculino,Centro-Oeste,basico,29.9,ANUAL,25,19,3,14
3329dc85,55,Masculino,Norte,padrao,29.9,MENSAL,24,19,2,5
d5d5f960,68,Feminino,Sudeste,basico,29.9,MENSAL,0,30,1,2
7bda1432,19,Feminino,Sul,padrao,49.9,ANUAL,69,3,4,47
56471395,68,Masculino,Norte,basico,29.9,MENSAL,9,50,1,2
e5e619fb,30,Masculino,Norte,premium,49.9,ANUAL,94,0,4,91
60ed2f88,70,Feminino,Centro-Oeste,premium,49.9,ANUAL,83,3,5,59
9304c109,29,Masculino,Sudeste,padrao,49.9,ANUAL,67,3,4,48
3f15117a,62,Feminino,Nordeste,premium,79.9,ANUAL,105,3,5,81
e5633869,21,Feminino,Sul,basico,49.9,MENSAL,7,15,1,1
25aa512c,54,Masculino,Centro-Oeste,basico,49.9,MENSAL,9,47,1,1
634ec7c5,25,Masculino,Nordeste,padrao,49.9,MENSAL,9,60,1,3
a1627bb1,31,Feminino,Sudeste,premium,79.9,ANUAL,96,2,5,67
b4004b35,20,Masculino,Nordeste,premium,49.9,ANUAL,13,20,3,7
28cd57ce,35,Masculino,Centro-Oeste,premium,49.9,ANUAL,109,3,4,66
5f296687,30,Masculino,Sul,basico,49.9,ANUAL,18,19,3,8
c59d89ae,61,Masculino,Norte,premium,29.9,MENSAL,12,14,3,10
8241a7a3,19,Feminino,Norte,padrao,49.9,MENSAL,7,45,1,4
a5609c65,36,Masculino,Centro-Oeste,padrao,79.9,ANUAL,108,1,4,94
d874a577,53,Feminino,Sudeste,padrao,79.9,ANUAL,112,1,5,26
dd1ab3b7,22,Masculino,Sudeste,padrao,49.9,MENSAL,12,18,3,12
7c61d3f5,63,Feminino,Sul,basico,49.9,MENSAL,4,41,1,3
5560834a,44,Feminino,Sul,premium,79.9,ANUAL,52,0,5,74
d4527c60,30,Masculino,Sul,padrao,29.9,ANUAL,21,17,2,10
d13cbaa9,58,Feminino,Norte,basico,49.9,MENSAL,27,8,3,9
c4e86f51,59,Masculino,Norte,padrao,49.9,ANUAL,29,17,3,12
c5a10854,38,Masculino,Sudeste,padrao,79.9,ANUAL,90,3,4,98
68b9d332,29,Masculino,Norte,padrao,29.9,MENSAL,1,27,1,5
f25bf6ee,18,Feminino,Nordeste,premium,79.9,ANUAL,46,1,4,27
25f1c8ea,56,Masculino,Nordeste,basico,29.9,MENSAL,6,16,1,0
beee8bd0,45,Feminino,Centro-Oeste,premium,79.9,ANUAL,19,17,2,15
ce160a0a,27,Feminino,Norte,premium,29.9,ANUAL,13,19,2,6
8749b1ab,51,Masculino,Nordeste,basico,49.9,MENSAL,6,22,1,5
75656fe1,56,Feminino,Centro-Oeste,premium,29.9,MENSAL,28,19,2,7
e7511b4e,23,Masculino,Nordeste,basico,49.9,MENSAL,0,43,1,3
fe8e1e47,53,Feminino,Sudeste,padrao,49.9,ANUAL,104,1,4,64
ff8bfb85,50,Masculino,Sul,premium,79.9,ANUAL,78,1,5,58
55916b1e,59,Feminino,Nordeste,premium,79.9,ANUAL,51,1,4,31
fd0483e9,31,Feminino,Sul,padrao,49.9,ANUAL,95,0,4,78
aef7697d,28,Masculino,Sudeste,premium,79.9,MENSAL,16,16,3,12
9c34ac9e,51,Feminino,Nordeste,padrao,49.9,MENSAL,5,42,1,5
8dd3e735,59,Feminino,Sul,padrao,49.9,ANUAL,72,3,4,85
757e7cbb,35,Masculino,Sul,premium,49.9,MENSAL,19,15,2,9
b5f04ddb,48,Masculino,Centro-Oeste,basico,79.9,ANUAL,25,18,3,12
46e915f7,37,Masculino,Centro-Oeste,padrao,79.9,ANUAL,103,0,4,94
943bea04,29,Feminino,Nordeste,padrao,49.9,ANUAL,104,3,4,76
d9e51d6b,25,Masculino,Sul,basico,49.9,MENSAL,22,7,3,10
9822c12a,42,Feminino,Nordeste,premium,79.9,ANUAL,81,3,4,21
97cdbbd4,67,Masculino,Nordeste,basico,49.9,MENSAL,7,36,1,5
72a8b3fe,32,Feminino,Centro-Oeste,premium,79.9,ANUAL,83,3,4,28
3df07bcc,63,Masculino,Nordeste,padrao,49.9,ANUAL,101,0,4,74
5fd91e4f,48,Masculino,Sudeste,premium,29.9,ANUAL,10,12,3,12
8014ae42,35,Feminino,Norte,premium,49.9,ANUAL,46,1,5,37
7ec10626,25,Masculino,Norte,basico,49.9,ANUAL,11,10,3,7
c47aa243,36,Feminino,Sudeste,basico,29.9,MENSAL,10,32,1,1
5e8b4a2c,68,Feminino,Centro-Oeste,premium,79.9,ANUAL,93,0,4,60
f3acf05b,43,Masculino,Nordeste,premium,79.9,ANUAL,107,3,5,60
76f849db,61,Masculino,Sudeste,padrao,79.9,ANUAL,105,2,5,77
30a5a92a,49,Masculino,Sul,padrao,49.9,ANUAL,100,3,5,22
